Title,Link,Views,Replies,Date,Labels
We should have an independent news organization or journalist that accurately represents SaSu!,https://sanctioned-suicide.net/threads/we-should-have-an-independent-news-organization-or-journalist-that-accurately-represents-sasu.177414/,456,14,"Sep 2, 2024",['none']
"I'm going back temporarily to China soon, I wonder if I can become a buddhist monk and obtain the mental fortitude to starve myself to death there",https://sanctioned-suicide.net/threads/im-going-back-temporarily-to-china-soon-i-wonder-if-i-can-become-a-buddhist-monk-and-obtain-the-mental-fortitude-to-starve-myself-to-death-there.178898/,132,2,"Sep 15, 2024",['none']
Avoiding my funeral,https://sanctioned-suicide.net/threads/avoiding-my-funeral.178305/,284,5,"Sep 9, 2024",['none']
My parents threw away my SN >:(,https://sanctioned-suicide.net/threads/my-parents-threw-away-my-sn.178825/,406,13,"Sep 14, 2024",['Help']
Could this work for partial hanging?,https://sanctioned-suicide.net/threads/could-this-work-for-partial-hanging.178923/,174,0,"Sep 15, 2024",['Method']
Air injection method,https://sanctioned-suicide.net/threads/air-injection-method.178470/,194,2,"Sep 11, 2024",['none']
SN measurements ??,https://sanctioned-suicide.net/threads/sn-measurements.178890/,215,7,"Sep 15, 2024",['Help']
My plan,https://sanctioned-suicide.net/threads/my-plan.178630/,1K,38,"Sep 12, 2024",['none']
,https://sanctioned-suicide.net/threads/does-anyone-else-feel-unfulfilled.178769/,,,,['none']
,https://sanctioned-suicide.net/threads/my-sn-just-arrived.178703/,,,,['none']
,https://sanctioned-suicide.net/threads/german-deutsch.142865/,,,,['']
,https://sanctioned-suicide.net/threads/im-going-to-take-sn-in-few-hours.178880/,,,,['none']
,https://sanctioned-suicide.net/threads/september-4-2027.177698/,,,,['none']
,https://sanctioned-suicide.net/threads/what-do-you-guys-expect-when-you-finally-go-through-with-your-plans.178892/,,,,['none']
,https://sanctioned-suicide.net/threads/choosing-a-cbt-method.178857/,,,"Sep 14, 2024",['Discussion']
How to buy Fent on the streets?,https://sanctioned-suicide.net/threads/how-to-buy-fent-on-the-streets.178306/,276,2,"Sep 9, 2024",['none']
Thinking about family makes me feel guilty,https://sanctioned-suicide.net/threads/thinking-about-family-makes-me-feel-guilty.178905/,42,0,"Sep 15, 2024",['Venting']
I like someone and idk what to do,https://sanctioned-suicide.net/threads/i-like-someone-and-idk-what-to-do.178801/,207,5,"Sep 14, 2024",['Venting']
What are some ways to bypass Survival Instinct for Hanging?,https://sanctioned-suicide.net/threads/what-are-some-ways-to-bypass-survival-instinct-for-hanging.178712/,437,7,"Sep 13, 2024",['Help']
spanish speakers... is this the right SN for CTB?,https://sanctioned-suicide.net/threads/spanish-speakers-is-this-the-right-sn-for-ctb.178903/,97,2,"Sep 15, 2024",['Help']
Using gas nailgun its a good idea?,https://sanctioned-suicide.net/threads/using-gas-nailgun-its-a-good-idea.178899/,104,1,"Sep 15, 2024",['none']
frustrated how many people who dont want to die are killed while those who want to aren't,https://sanctioned-suicide.net/threads/frustrated-how-many-people-who-dont-want-to-die-are-killed-while-those-who-want-to-arent.178183/,384,11,"Sep 9, 2024",['none']
Essential guide to hanging (aka making full suspension hanging accessible to everyone),https://sanctioned-suicide.net/threads/essential-guide-to-hanging-aka-making-full-suspension-hanging-accessible-to-everyone.175164/,8K,86,"Aug 12, 2024",['Resource']
Are you responsible if someone decides to CTB after you,https://sanctioned-suicide.net/threads/are-you-responsible-if-someone-decides-to-ctb-after-you.176911/,549,15,"Aug 28, 2024",['none']
A lil help with Night-nigh,https://sanctioned-suicide.net/threads/a-lil-help-with-night-nigh.178534/,393,6,"Sep 11, 2024",['Method']
"Coming from a ex “normie,” I don’t think most people who haven’t been seriously suicidal will ever understand us if they never go through it",https://sanctioned-suicide.net/threads/coming-from-a-ex-normie-i-dont-think-most-people-who-havent-been-seriously-suicidal-will-ever-understand-us-if-they-never-go-through-it.177844/,584,13,"Sep 5, 2024",['none']
Self harm,https://sanctioned-suicide.net/threads/self-harm.178891/,89,0,"Sep 15, 2024",['none']
I can’t get out of bed,https://sanctioned-suicide.net/threads/i-cant-get-out-of-bed.178330/,425,12,"Sep 9, 2024",['Venting']
Everyone leaves me,https://sanctioned-suicide.net/threads/everyone-leaves-me.178803/,175,2,"Sep 14, 2024",['Venting']
Advice,https://sanctioned-suicide.net/threads/advice.178845/,103,3,"Sep 14, 2024",['none']
How to continue after this?,https://sanctioned-suicide.net/threads/how-to-continue-after-this.178884/,115,2,"Sep 14, 2024",['none']
Anyone planning to CTB because of a break up ?,https://sanctioned-suicide.net/threads/anyone-planning-to-ctb-because-of-a-break-up.178848/,143,2,"Sep 14, 2024",['none']
Could I get a hint on what search engine to use when trying to obtain SN?,https://sanctioned-suicide.net/threads/could-i-get-a-hint-on-what-search-engine-to-use-when-trying-to-obtain-sn.178873/,245,9,"Sep 14, 2024",['none']
Need help checking my amounts as method,https://sanctioned-suicide.net/threads/need-help-checking-my-amounts-as-method.177847/,260,6,"Sep 5, 2024",['Help']
Hanging Help Me,https://sanctioned-suicide.net/threads/hanging-help-me.178879/,110,0,"Sep 14, 2024",['none']
will someone get arrested for being with me while i ctb?,https://sanctioned-suicide.net/threads/will-someone-get-arrested-for-being-with-me-while-i-ctb.178753/,593,21,"Sep 13, 2024",['Help']
Suicide by clown car,https://sanctioned-suicide.net/threads/suicide-by-clown-car.178876/,154,1,"Sep 14, 2024",['none']
new sources of SN?,https://sanctioned-suicide.net/threads/new-sources-of-sn.178875/,130,0,"Sep 14, 2024",['none']
My parents took My sn,https://sanctioned-suicide.net/threads/my-parents-took-my-sn.178837/,283,9,"Sep 14, 2024",['none']
I fucked up again,https://sanctioned-suicide.net/threads/i-fucked-up-again.178874/,106,2,"Sep 14, 2024",['Venting']
Is there a high risk of getting arrested buying benzos on dark web?,https://sanctioned-suicide.net/threads/is-there-a-high-risk-of-getting-arrested-buying-benzos-on-dark-web.178871/,138,4,"Sep 14, 2024",['none']
Why is having friends so hard?,https://sanctioned-suicide.net/threads/why-is-having-friends-so-hard.178869/,107,1,"Sep 14, 2024",['Venting']
Lying professionals,https://sanctioned-suicide.net/threads/lying-professionals.178440/,1K,37,"Sep 11, 2024",['Venting']
my cat died and i want to go with her,https://sanctioned-suicide.net/threads/my-cat-died-and-i-want-to-go-with-her.178426/,243,6,"Sep 11, 2024",['Venting']
"I havent been on here in a awhile, my apologies to anyone who thought i died",https://sanctioned-suicide.net/threads/i-havent-been-on-here-in-a-awhile-my-apologies-to-anyone-who-thought-i-died.178872/,67,0,"Sep 14, 2024",['Help']
So confused and out of it,https://sanctioned-suicide.net/threads/so-confused-and-out-of-it.178870/,68,0,"Sep 14, 2024",['Venting']
I deserve my suffering.,https://sanctioned-suicide.net/threads/i-deserve-my-suffering.178814/,183,3,"Sep 14, 2024",['Venting']
Why do i want to kill myself so much? Why do i desire pain?,https://sanctioned-suicide.net/threads/why-do-i-want-to-kill-myself-so-much-why-do-i-desire-pain.178868/,70,2,"Sep 14, 2024",['none']
How to create an exit bag?,https://sanctioned-suicide.net/threads/how-to-create-an-exit-bag.178826/,238,8,"Sep 14, 2024",['none']
idk what is happening,https://sanctioned-suicide.net/threads/idk-what-is-happening.178865/,92,0,"Sep 14, 2024",['Venting']
My mom gets in the way of my CTB,https://sanctioned-suicide.net/threads/my-mom-gets-in-the-way-of-my-ctb.178776/,269,7,"Sep 13, 2024",['Help']
Anyone here who are considered conventionally attractive and still want to CTB?,https://sanctioned-suicide.net/threads/anyone-here-who-are-considered-conventionally-attractive-and-still-want-to-ctb.155844/,2K,65,"Mar 13, 2024",['none']
Reliable source for Carbon Monoxide cylinders,https://sanctioned-suicide.net/threads/reliable-source-for-carbon-monoxide-cylinders.178656/,258,7,"Sep 13, 2024",['Help']
Selfish vent,https://sanctioned-suicide.net/threads/selfish-vent.178864/,63,0,"Sep 14, 2024",['Venting']
There is no hope,https://sanctioned-suicide.net/threads/there-is-no-hope.178855/,163,5,"Sep 14, 2024",['none']
alltoomuch2's diary/vent thread,https://sanctioned-suicide.net/threads/alltoomuch2s-diary-vent-thread.177629/,263,10,"Sep 4, 2024",['none']
Codeine Phosphate OD,https://sanctioned-suicide.net/threads/codeine-phosphate-od.178854/,124,2,"Sep 14, 2024",['Method']
SN from Polish site,https://sanctioned-suicide.net/threads/sn-from-polish-site.178241/,291,9,"Sep 9, 2024",['none']
,https://sanctioned-suicide.net/threads/if-i-had-life-to-do-over-again.178862/,,,,['none']
,https://sanctioned-suicide.net/threads/hello-i-would-like-to-share-my-story-of-a-failed-attempt-with-propofol-anestofol.178447/,,,,['']
,https://sanctioned-suicide.net/threads/i-have-little-hope-left.178474/,,,"Sep 11, 2024",['Help']
Sodium nitrite or potassium nitrite,https://sanctioned-suicide.net/threads/sodium-nitrite-or-potassium-nitrite.173350/,380,1,"Jul 26, 2024",['none']
best conditions for painless death by jumping?,https://sanctioned-suicide.net/threads/best-conditions-for-painless-death-by-jumping.177722/,498,9,"Sep 4, 2024",['Help']
man.,https://sanctioned-suicide.net/threads/man.178856/,91,0,"Sep 14, 2024",['Venting']
Making peace with it,https://sanctioned-suicide.net/threads/making-peace-with-it.178697/,165,4,"Sep 13, 2024",['none']
Neck tie as a rope for half suspension,https://sanctioned-suicide.net/threads/neck-tie-as-a-rope-for-half-suspension.178849/,111,1,"Sep 14, 2024",['Method']
Extra ssri instead of benzos,https://sanctioned-suicide.net/threads/extra-ssri-instead-of-benzos.178851/,42,1,"Sep 14, 2024",['none']
I'm tired,https://sanctioned-suicide.net/threads/im-tired.178818/,144,2,"Sep 14, 2024",['Venting']
Panic of 'the final straw',https://sanctioned-suicide.net/threads/panic-of-the-final-straw.178365/,206,4,"Sep 10, 2024",['none']
Symptoms,https://sanctioned-suicide.net/threads/symptoms.178840/,208,8,"Sep 14, 2024",['Venting']
"I've never been good at goodbyes, so I'm sorry if this one isn't the best",https://sanctioned-suicide.net/threads/ive-never-been-good-at-goodbyes-so-im-sorry-if-this-one-isnt-the-best.178069/,638,15,"Sep 10, 2024",['none']
Chances of not going unconscious during full suspension?,https://sanctioned-suicide.net/threads/chances-of-not-going-unconscious-during-full-suspension.178827/,125,1,"Sep 14, 2024",['none']
SN,https://sanctioned-suicide.net/threads/sn.178847/,90,0,"Sep 14, 2024",['none']
How long do I need to be alone to die with SN,https://sanctioned-suicide.net/threads/how-long-do-i-need-to-be-alone-to-die-with-sn.178844/,159,3,"Sep 14, 2024",['none']
Potential benefit of taking hydralazine in SN protocol,https://sanctioned-suicide.net/threads/potential-benefit-of-taking-hydralazine-in-sn-protocol.178842/,45,0,"Sep 14, 2024",['Help']
Stuck in a loop,https://sanctioned-suicide.net/threads/stuck-in-a-loop.178828/,120,4,"Sep 14, 2024",['none']
"What is the ""correct"" suicide method?",https://sanctioned-suicide.net/threads/what-is-the-correct-suicide-method.177172/,3K,48,"Aug 31, 2024",['Discussion']
Help,https://sanctioned-suicide.net/threads/help.178822/,83,2,"Sep 14, 2024",['none']
Question For Any Member,https://sanctioned-suicide.net/threads/question-for-any-member.178820/,144,3,"Sep 14, 2024",['none']
SN Experience and Medical Records,https://sanctioned-suicide.net/threads/sn-experience-and-medical-records.169984/,7K,124,"Jun 26, 2024",['Resource']
how easy is it to get Benzos (valium),https://sanctioned-suicide.net/threads/how-easy-is-it-to-get-benzos-valium.178741/,248,11,"Sep 13, 2024",['none']
I don't want to die alone and scared and in pain,https://sanctioned-suicide.net/threads/i-dont-want-to-die-alone-and-scared-and-in-pain.178785/,185,3,"Sep 13, 2024",['Venting']
Amitriptyline overdose,https://sanctioned-suicide.net/threads/amitriptyline-overdose.178746/,220,6,"Sep 13, 2024",['none']
Is SN legal in UK?,https://sanctioned-suicide.net/threads/is-sn-legal-in-uk.178819/,86,0,"Sep 14, 2024",['none']
PPEH August 2024 online edition?,https://sanctioned-suicide.net/threads/ppeh-august-2024-online-edition.178813/,151,5,"Sep 14, 2024",['none']
I want to end it all but I'm too tired to actually do it,https://sanctioned-suicide.net/threads/i-want-to-end-it-all-but-im-too-tired-to-actually-do-it.178816/,180,4,"Sep 14, 2024",['Venting']
Every time things get better everything crashes down again even lower,https://sanctioned-suicide.net/threads/every-time-things-get-better-everything-crashes-down-again-even-lower.178817/,83,3,"Sep 14, 2024",['none']
SN Method - feedback welcome,https://sanctioned-suicide.net/threads/sn-method-feedback-welcome.177206/,619,12,"Aug 31, 2024",['none']
My recount of my near successful partial attempt,https://sanctioned-suicide.net/threads/my-recount-of-my-near-successful-partial-attempt.178772/,509,4,"Sep 13, 2024",['Story']
Ditzy question from ditzy person..please advise,https://sanctioned-suicide.net/threads/ditzy-question-from-ditzy-person-please-advise.178728/,197,4,"Sep 13, 2024",['none']
SN illegal?,https://sanctioned-suicide.net/threads/sn-illegal.178810/,117,1,"Sep 14, 2024",['none']
Testing DMC SN in Spring Water,https://sanctioned-suicide.net/threads/testing-dmc-sn-in-spring-water.177096/,437,8,"Aug 30, 2024",['Help']
2024 was supposed to be my year....,https://sanctioned-suicide.net/threads/2024-was-supposed-to-be-my-year.178789/,184,3,"Sep 14, 2024",['Venting']
everything is ruined...,https://sanctioned-suicide.net/threads/everything-is-ruined.178797/,136,1,"Sep 14, 2024",['none']
do I rlly wanna die or disappear?,https://sanctioned-suicide.net/threads/do-i-rlly-wanna-die-or-disappear.176938/,411,13,"Aug 29, 2024",['Venting']
my first post,https://sanctioned-suicide.net/threads/my-first-post.178792/,208,5,"Sep 14, 2024",['none']
Holding on for far too long now.,https://sanctioned-suicide.net/threads/holding-on-for-far-too-long-now.178791/,186,3,"Sep 14, 2024",['Method']
i'm losing my connection to continue living,https://sanctioned-suicide.net/threads/im-losing-my-connection-to-continue-living.178807/,153,1,"Sep 14, 2024",['none']
I cant take my brain any more.,https://sanctioned-suicide.net/threads/i-cant-take-my-brain-any-more.178783/,143,1,"Sep 13, 2024",['Venting']
There comes a point,https://sanctioned-suicide.net/threads/there-comes-a-point.178780/,124,1,"Sep 13, 2024",['Story']
Guidebooks about preparing for death?,https://sanctioned-suicide.net/threads/guidebooks-about-preparing-for-death.178726/,157,3,"Sep 13, 2024",['none']
"finally found DMC, I have some questions",https://sanctioned-suicide.net/threads/finally-found-dmc-i-have-some-questions.178320/,507,14,"Sep 9, 2024",['Help']
Is suicide parents fault?,https://sanctioned-suicide.net/threads/is-suicide-parents-fault.176137/,3K,91,"Aug 21, 2024",['none']
SN source: better Ukraine or Poland ?,https://sanctioned-suicide.net/threads/sn-source-better-ukraine-or-poland.178794/,198,3,"Sep 14, 2024",['none']
It´s obvious today that people having kids dont care about their childrens lifes...,https://sanctioned-suicide.net/threads/it-s-obvious-today-that-people-having-kids-dont-care-about-their-childrens-lifes.177040/,343,12,"Aug 30, 2024",['Venting']
Gun range didnt work so what now?,https://sanctioned-suicide.net/threads/gun-range-didnt-work-so-what-now.177268/,1K,25,"Sep 1, 2024",['Help']
i cant die even when i really want to,https://sanctioned-suicide.net/threads/i-cant-die-even-when-i-really-want-to.178422/,257,5,"Sep 10, 2024",['none']
banger12 Dedicated Vent Thread/Diary,https://sanctioned-suicide.net/threads/banger12-dedicated-vent-thread-diary.176607/,245,5,"Aug 26, 2024",['Venting']
,https://sanctioned-suicide.net/threads/is-drowning-while-under-the-influence-a-viable-method.178784/,,,,['']
,https://sanctioned-suicide.net/threads/last-preparations-help-with-sn-asap.176835/,,,,['none']
,https://sanctioned-suicide.net/threads/my-sn-will-be-here-in-a-week.178545/,,,,['']
,https://sanctioned-suicide.net/threads/any-information-on-what-to-expect-from-drowning-method.178475/,,,,['']
,https://sanctioned-suicide.net/threads/drop-hang-vs-full-suspension.178781/,,,,['']
,https://sanctioned-suicide.net/threads/my-parents-bully-me.178777/,,,,['']
,https://sanctioned-suicide.net/threads/the-right-to-self-determination.177496/,,,,['']
,https://sanctioned-suicide.net/threads/sn-from-dmc.178694/,,,,['none']
,https://sanctioned-suicide.net/threads/best-non-benzo-sedatives-to-use-with-sn.177821/,,,,['none']
,https://sanctioned-suicide.net/threads/anyone-been-thru-heroin-withdrawal.178750/,,,,['none']
,https://sanctioned-suicide.net/threads/stuck.178775/,,,,['']
,https://sanctioned-suicide.net/threads/best-rope-for-hanging.178774/,,0,"Sep 13, 2024",['none']
Tomr I'll find out if I'm gonna kill myself or not,https://sanctioned-suicide.net/threads/tomr-ill-find-out-if-im-gonna-kill-myself-or-not.177114/,499,10,"Aug 30, 2024",['none']
I turn 25 in less than a month....I think I want out by then,https://sanctioned-suicide.net/threads/i-turn-25-in-less-than-a-month-i-think-i-want-out-by-then.177237/,504,14,"Aug 31, 2024",['none']
I can't find Benzos for SN method,https://sanctioned-suicide.net/threads/i-cant-find-benzos-for-sn-method.178663/,122,4,"Sep 13, 2024",['Help']
Why do people want ctb with N when fentanyl is just as safe and less difficult to obain,https://sanctioned-suicide.net/threads/why-do-people-want-ctb-with-n-when-fentanyl-is-just-as-safe-and-less-difficult-to-obain.178738/,420,12,"Sep 13, 2024",['none']
Darknet N?,https://sanctioned-suicide.net/threads/darknet-n.177781/,476,12,"Sep 5, 2024",['none']
Therapy Without Fear of Confinement Not Possible,https://sanctioned-suicide.net/threads/therapy-without-fear-of-confinement-not-possible.177380/,150,1,"Sep 2, 2024",['none']
A Dark Return: Death Notes – Psych Ward – Rehab,https://sanctioned-suicide.net/threads/a-dark-return-death-notes-psych-ward-rehab.178102/,284,4,"Sep 8, 2024",['Venting']
simple plastic,https://sanctioned-suicide.net/threads/simple-plastic.178757/,153,3,"Sep 13, 2024",['Method']
Failed Attempt Report: Inert Gas Asphyxiation,https://sanctioned-suicide.net/threads/failed-attempt-report-inert-gas-asphyxiation.178001/,898,4,"Sep 7, 2024",['Method']
URGENT ASAP! Lost my propranolol,https://sanctioned-suicide.net/threads/urgent-asap-lost-my-propranolol.178760/,212,3,"Sep 13, 2024",['Method']
I think its better to do sn in the morning,https://sanctioned-suicide.net/threads/i-think-its-better-to-do-sn-in-the-morning.178764/,91,0,"Sep 13, 2024",['Discussion']
Suicide note copies,https://sanctioned-suicide.net/threads/suicide-note-copies.178731/,246,6,"Sep 13, 2024",['none']
UK Customs dmc,https://sanctioned-suicide.net/threads/uk-customs-dmc.173105/,532,6,"Jul 24, 2024",['none']
Can I cut my whole head off?,https://sanctioned-suicide.net/threads/can-i-cut-my-whole-head-off.178511/,466,14,"Sep 11, 2024",['Method']
Diphenhydramine and 16 oxy's?,https://sanctioned-suicide.net/threads/diphenhydramine-and-16-oxys.178708/,91,2,"Sep 13, 2024",['none']
Drowning?,https://sanctioned-suicide.net/threads/drowning.176720/,973,14,"Aug 26, 2024",['Method']
People help!!,https://sanctioned-suicide.net/threads/people-help.178735/,211,2,"Sep 13, 2024",['none']
Oxycodone and clonzepam,https://sanctioned-suicide.net/threads/oxycodone-and-clonzepam.178758/,60,0,"Sep 13, 2024",['none']
Those of you who live with parents: do you plan to CTB somewhere else?,https://sanctioned-suicide.net/threads/those-of-you-who-live-with-parents-do-you-plan-to-ctb-somewhere-else.178754/,61,0,"Sep 13, 2024",['none']
Cutting the Aorta with a damast kitchenknife possible?,https://sanctioned-suicide.net/threads/cutting-the-aorta-with-a-damast-kitchenknife-possible.175279/,765,18,"Aug 13, 2024",['Method']
september and its bittersweetness,https://sanctioned-suicide.net/threads/september-and-its-bittersweetness.178716/,155,2,"Sep 13, 2024",['Venting']
feelings of peace at decision of leaving,https://sanctioned-suicide.net/threads/feelings-of-peace-at-decision-of-leaving.178752/,74,0,"Sep 13, 2024",['none']
Ctb with beta blockers,https://sanctioned-suicide.net/threads/ctb-with-beta-blockers.176176/,537,14,"Aug 21, 2024",['Method']
My CTB with SN - will be my goodbye thread too,https://sanctioned-suicide.net/threads/my-ctb-with-sn-will-be-my-goodbye-thread-too.176920/,3K,55,"Aug 29, 2024",['Method']
Gonna Do SN In The Forest Where No One Will Find Me - Good Idea?,https://sanctioned-suicide.net/threads/gonna-do-sn-in-the-forest-where-no-one-will-find-me-good-idea.176704/,470,7,"Aug 26, 2024",['Method']
goodbye thread!! today's the day,https://sanctioned-suicide.net/threads/goodbye-thread-todays-the-day.127358/,5K,75,"Jul 27, 2023",['none']
Polish SN source purity???,https://sanctioned-suicide.net/threads/polish-sn-source-purity.175818/,240,6,"Aug 18, 2024",['Help']
Ideal Height To CTB,https://sanctioned-suicide.net/threads/ideal-height-to-ctb.178309/,213,5,"Sep 9, 2024",['Discussion']
am i justified for leaving a person i knew for a decade in this way?,https://sanctioned-suicide.net/threads/am-i-justified-for-leaving-a-person-i-knew-for-a-decade-in-this-way.176110/,725,11,"Aug 20, 2024",['NSFW']
Why do people treat us like a monolith ?,https://sanctioned-suicide.net/threads/why-do-people-treat-us-like-a-monolith.178682/,241,8,"Sep 13, 2024",['Discussion']
Taking an,https://sanctioned-suicide.net/threads/taking-an.178720/,140,2,"Sep 13, 2024",['none']
Help,https://sanctioned-suicide.net/threads/help.178714/,137,4,"Sep 13, 2024",['none']
Ever downward - Is it worth it?,https://sanctioned-suicide.net/threads/ever-downward-is-it-worth-it.178483/,111,1,"Sep 11, 2024",['Help']
2 questions about BM order delivery,https://sanctioned-suicide.net/threads/2-questions-about-bm-order-delivery.176283/,484,12,"Aug 22, 2024",['none']
A note about SN and welfare checks.,https://sanctioned-suicide.net/threads/a-note-about-sn-and-welfare-checks.176275/,2K,34,"Aug 22, 2024",['none']
Within the month,https://sanctioned-suicide.net/threads/within-the-month.178636/,433,25,"Sep 12, 2024",['none']
How do you know when its time to ctb?,https://sanctioned-suicide.net/threads/how-do-you-know-when-its-time-to-ctb.177858/,545,16,"Sep 6, 2024",['none']
