Title,Link,Views,Replies,Date,Labels
no one is replying to my threads anymore.,https://sanctioned-suicide.net/threads/no-one-is-replying-to-my-threads-anymore.177120/,634,16,"Aug 30, 2024",['Venting']
failed attempt what’s next,https://sanctioned-suicide.net/threads/failed-attempt-whats-next.177285/,207,3,"Sep 1, 2024",['Method']
I turn 25 in less than a month....I think I want out by then,https://sanctioned-suicide.net/threads/i-turn-25-in-less-than-a-month-i-think-i-want-out-by-then.177237/,278,8,"Aug 31, 2024",['none']
How to pretend to be getting better from depression to a friend?,https://sanctioned-suicide.net/threads/how-to-pretend-to-be-getting-better-from-depression-to-a-friend.177244/,127,1,"Sep 1, 2024",['Help']
Help,https://sanctioned-suicide.net/threads/help.177284/,92,2,"Sep 1, 2024",['none']
Living in poverty is awful and I'm sick of being blamed for it.,https://sanctioned-suicide.net/threads/living-in-poverty-is-awful-and-im-sick-of-being-blamed-for-it.177274/,214,9,"Sep 1, 2024",['none']
i cant believe i failed twice lmao,https://sanctioned-suicide.net/threads/i-cant-believe-i-failed-twice-lmao.177255/,182,5,"Sep 1, 2024",['none']
Entry #4,https://sanctioned-suicide.net/threads/entry-4.175872/,165,3,"Aug 18, 2024",['none']
Alcohol? Poisoning?,https://sanctioned-suicide.net/threads/alcohol-poisoning.177223/,230,8,"Aug 31, 2024",['Help']
Didn't get Benzos from my psych,https://sanctioned-suicide.net/threads/didnt-get-benzos-from-my-psych.177265/,125,3,"Sep 1, 2024",['none']
It's over. I'm gonna do it.,https://sanctioned-suicide.net/threads/its-over-im-gonna-do-it.177280/,186,1,"Sep 1, 2024",['none']
How to deal with impulsive urges?,https://sanctioned-suicide.net/threads/how-to-deal-with-impulsive-urges.177282/,100,2,"Sep 1, 2024",['Venting']
I have cancer... it's bad,https://sanctioned-suicide.net/threads/i-have-cancer-its-bad.176115/,982,30,"Aug 21, 2024",['Venting']
Whats easiest to overdose on?,https://sanctioned-suicide.net/threads/whats-easiest-to-overdose-on.177266/,258,9,"Sep 1, 2024",['Help']
R2D III renamed with a new site,https://sanctioned-suicide.net/threads/r2d-iii-renamed-with-a-new-site.145598/,2K,14,"Dec 18, 2023",['Method']
No end,https://sanctioned-suicide.net/threads/no-end.177271/,116,4,"Sep 1, 2024",['Venting']
May or may not just end my misery today.,https://sanctioned-suicide.net/threads/may-or-may-not-just-end-my-misery-today.177260/,167,2,"Sep 1, 2024",['none']
I think im ready to CTB,https://sanctioned-suicide.net/threads/i-think-im-ready-to-ctb.177210/,210,3,"Aug 31, 2024",['Venting']
I go ctb tomorrow,https://sanctioned-suicide.net/threads/i-go-ctb-tomorrow.177212/,350,12,"Aug 31, 2024",['none']
Born to die,https://sanctioned-suicide.net/threads/born-to-die.177259/,146,5,"Sep 1, 2024",['Venting']
Saved after SN,https://sanctioned-suicide.net/threads/saved-after-sn.177264/,190,1,"Sep 1, 2024",['Help']
carbon monoxide,https://sanctioned-suicide.net/threads/carbon-monoxide.177256/,160,2,"Sep 1, 2024",['Method']
Sucide,https://sanctioned-suicide.net/threads/sucide.177257/,108,2,"Sep 1, 2024",['none']
I cut myself for the first time in months,https://sanctioned-suicide.net/threads/i-cut-myself-for-the-first-time-in-months.177012/,156,4,"Aug 29, 2024",['none']
Rock/metal music to listen to before CTB,https://sanctioned-suicide.net/threads/rock-metal-music-to-listen-to-before-ctb.170755/,500,24,"Jul 2, 2024",['none']
a gun in Ind ?,https://sanctioned-suicide.net/threads/a-gun-in-ind.177261/,66,0,"Sep 1, 2024",['Help']
Regret not trying sooner?,https://sanctioned-suicide.net/threads/regret-not-trying-sooner.176502/,209,10,"Aug 25, 2024",['none']
Second attempt,https://sanctioned-suicide.net/threads/second-attempt.177236/,204,3,"Aug 31, 2024",['none']
How much,https://sanctioned-suicide.net/threads/how-much.177258/,74,0,"Sep 1, 2024",['none']
Giving up on love,https://sanctioned-suicide.net/threads/giving-up-on-love.173848/,1K,30,"Jul 31, 2024",['Venting']
,https://sanctioned-suicide.net/threads/steps-required-for-euthanasia-maid.176867/,,,,['none']
,https://sanctioned-suicide.net/threads/vent.177228/,,,,['none']
,https://sanctioned-suicide.net/threads/would-you-try-out-a-non-sanctioned-suicide-forum-poll.176119/,,,,['']
,https://sanctioned-suicide.net/threads/sn-arrived.177209/,,1,"Aug 31, 2024",['Venting']
Suicides on the News Megathread,https://sanctioned-suicide.net/threads/suicides-on-the-news-megathread.78023/,12K,125,"Nov 24, 2021",['none']
My life from the beginning was very boring and bland (probably),https://sanctioned-suicide.net/threads/my-life-from-the-beginning-was-very-boring-and-bland-probably.177253/,99,2,"Sep 1, 2024",['Venting']
Deadline (personal vent),https://sanctioned-suicide.net/threads/deadline-personal-vent.176977/,195,5,"Aug 29, 2024",['Venting']
My most traumatic experience is impossible for anyone to take seriously,https://sanctioned-suicide.net/threads/my-most-traumatic-experience-is-impossible-for-anyone-to-take-seriously.175741/,750,22,"Aug 17, 2024",['Venting']
Need to break into my abusive dads car,https://sanctioned-suicide.net/threads/need-to-break-into-my-abusive-dads-car.175150/,221,5,"Aug 12, 2024",['Help']
Suicide by Sadness,https://sanctioned-suicide.net/threads/suicide-by-sadness.177157/,250,3,"Aug 31, 2024",['none']
Urgent help needed,https://sanctioned-suicide.net/threads/urgent-help-needed.177234/,206,5,"Aug 31, 2024",['none']
Sodium nitrite shelf life,https://sanctioned-suicide.net/threads/sodium-nitrite-shelf-life.177030/,278,6,"Aug 29, 2024",['Help']
is there anything i can do to die with the following resources? im on attempt number 40< and desperately need help,https://sanctioned-suicide.net/threads/is-there-anything-i-can-do-to-die-with-the-following-resources-im-on-attempt-number-40-and-desperately-need-help.177231/,377,1,"Aug 31, 2024",['Help']
DMC currency,https://sanctioned-suicide.net/threads/dmc-currency.177230/,196,3,"Aug 31, 2024",['none']
It feels like and do you feel it at times?,https://sanctioned-suicide.net/threads/it-feels-like-and-do-you-feel-it-at-times.177241/,67,1,"Sep 1, 2024",['none']
needing to get SN,https://sanctioned-suicide.net/threads/needing-to-get-sn.174941/,580,9,"Aug 10, 2024",['Help']
I'm going to CTB tomorrow with SN (PT-BR),https://sanctioned-suicide.net/threads/im-going-to-ctb-tomorrow-with-sn-pt-br.176172/,1K,17,"Aug 21, 2024",['Method']
Are you going to leave a note? +vent,https://sanctioned-suicide.net/threads/are-you-going-to-leave-a-note-vent.174642/,461,19,"Aug 7, 2024",['none']
DXM overdose?,https://sanctioned-suicide.net/threads/dxm-overdose.177194/,132,2,"Aug 31, 2024",['none']
Did anyone test their N?,https://sanctioned-suicide.net/threads/did-anyone-test-their-n.172685/,452,8,"Jul 20, 2024",['none']
Teetering on a mental breakdown,https://sanctioned-suicide.net/threads/teetering-on-a-mental-breakdown.177225/,89,0,"Aug 31, 2024",['Venting']
Goodbye feat. IC SN and olanzapine & random musings,https://sanctioned-suicide.net/threads/goodbye-feat-ic-sn-and-olanzapine-random-musings.177069/,779,29,"Aug 30, 2024",['none']
CTB Concern: Jumping into River,https://sanctioned-suicide.net/threads/ctb-concern-jumping-into-river.177144/,276,7,"Aug 30, 2024",['none']
CTB Brasil,https://sanctioned-suicide.net/threads/ctb-brasil.176955/,281,11,"Aug 29, 2024",['none']
I only have my imagination...,https://sanctioned-suicide.net/threads/i-only-have-my-imagination.177221/,93,1,"Aug 31, 2024",['none']
about to be sectioned?,https://sanctioned-suicide.net/threads/about-to-be-sectioned.157133/,5K,124,"Mar 22, 2024",['Venting']
Testing DMC SN in Spring Water,https://sanctioned-suicide.net/threads/testing-dmc-sn-in-spring-water.177096/,191,7,"Aug 30, 2024",['Help']
"This isn't going to work, is it?",https://sanctioned-suicide.net/threads/this-isnt-going-to-work-is-it.177220/,217,1,"Aug 31, 2024",['Help']
is overdosing on aspirin do-able?,https://sanctioned-suicide.net/threads/is-overdosing-on-aspirin-do-able.176901/,307,8,"Aug 28, 2024",['Help']
I told my brother about one of my deepest darkest secret. (WARNING: DISTURBING),https://sanctioned-suicide.net/threads/i-told-my-brother-about-one-of-my-deepest-darkest-secret-warning-disturbing.177166/,648,8,"Aug 31, 2024",['none']
How long will it take to die from starvation?,https://sanctioned-suicide.net/threads/how-long-will-it-take-to-die-from-starvation.177198/,147,3,"Aug 31, 2024",['none']
Tomorrow is The Day,https://sanctioned-suicide.net/threads/tomorrow-is-the-day.176296/,400,6,"Aug 22, 2024",['none']
I am so fed of being the rebound girl,https://sanctioned-suicide.net/threads/i-am-so-fed-of-being-the-rebound-girl.176889/,456,14,"Aug 28, 2024",['none']
FleetingNight's Vent Thread,https://sanctioned-suicide.net/threads/fleetingnights-vent-thread.165978/,1K,38,"May 22, 2024",['none']
Just venting about bullshit (I'll post my vent posts in this thread from now on.),https://sanctioned-suicide.net/threads/just-venting-about-bullshit-ill-post-my-vent-posts-in-this-thread-from-now-on.165451/,170,3,"May 19, 2024",['Venting']
Ideation is high after SCOTUS ruling,https://sanctioned-suicide.net/threads/ideation-is-high-after-scotus-ruling.170331/,584,20,"Jun 29, 2024",['Venting']
I really don't know what to do(about my EX),https://sanctioned-suicide.net/threads/i-really-dont-know-what-to-do-about-my-ex.177203/,124,5,"Aug 31, 2024",['Help']
Night night method help,https://sanctioned-suicide.net/threads/night-night-method-help.177213/,178,0,"Aug 31, 2024",['none']
What do you think would happen if people found out about your SaSu account?,https://sanctioned-suicide.net/threads/what-do-you-think-would-happen-if-people-found-out-about-your-sasu-account.176594/,594,29,"Aug 26, 2024",['Discussion']
"Scarred, heart broken and alone",https://sanctioned-suicide.net/threads/scarred-heart-broken-and-alone.177192/,171,6,"Aug 31, 2024",['Venting']
I'm a mistake.,https://sanctioned-suicide.net/threads/im-a-mistake.177202/,134,1,"Aug 31, 2024",['none']
i dont love anyone anymore,https://sanctioned-suicide.net/threads/i-dont-love-anyone-anymore.175503/,223,3,"Aug 15, 2024",['Venting']
Does anyone else just not care anymore?,https://sanctioned-suicide.net/threads/does-anyone-else-just-not-care-anymore.173534/,633,18,"Jul 28, 2024",['none']
Illness has enabled me to see two people in myself.,https://sanctioned-suicide.net/threads/illness-has-enabled-me-to-see-two-people-in-myself.176165/,139,2,"Aug 21, 2024",['none']
Would this drowning method work?,https://sanctioned-suicide.net/threads/would-this-drowning-method-work.175759/,387,7,"Aug 17, 2024",['Method']
how do i go about writing a will?,https://sanctioned-suicide.net/threads/how-do-i-go-about-writing-a-will.176994/,312,18,"Aug 29, 2024",['Help']
Scared of dying,https://sanctioned-suicide.net/threads/scared-of-dying.177175/,235,8,"Aug 31, 2024",['Discussion']
The Trouble with Being Born full PDF,https://sanctioned-suicide.net/threads/the-trouble-with-being-born-full-pdf.177137/,357,10,"Aug 30, 2024",['none']
Do you even want to be memorialized/remembered after you CTB?,https://sanctioned-suicide.net/threads/do-you-even-want-to-be-memorialized-remembered-after-you-ctb.177153/,462,32,"Aug 31, 2024",['none']
Vacuum compression (space saver) bag a feasible option?,https://sanctioned-suicide.net/threads/vacuum-compression-space-saver-bag-a-feasible-option.177151/,133,2,"Aug 31, 2024",['none']
,https://sanctioned-suicide.net/threads/help.177199/,,,,['none']
,https://sanctioned-suicide.net/threads/prank-em-john.176619/,,,"Aug 26, 2024",['none']
,https://sanctioned-suicide.net/threads/loss-of-consciousness.177195/,128,2,"Aug 31, 2024",['none']
I Simply Cannot Do It Anymore,https://sanctioned-suicide.net/threads/i-simply-cannot-do-it-anymore.177181/,186,3,"Aug 31, 2024",['none']
Weird experience,https://sanctioned-suicide.net/threads/weird-experience.176986/,311,14,"Aug 29, 2024",['Story']
CTB via Monster?,https://sanctioned-suicide.net/threads/ctb-via-monster.177124/,733,35,"Aug 30, 2024",['Help']
Ctb by morbid obesity?,https://sanctioned-suicide.net/threads/ctb-by-morbid-obesity.177165/,336,17,"Aug 31, 2024",['none']
"unsure if i just glugged down SN or not, i hope so",https://sanctioned-suicide.net/threads/unsure-if-i-just-glugged-down-sn-or-not-i-hope-so.175544/,828,21,"Aug 15, 2024",['Venting']
"Will ctb in September, wanted to thank y'all",https://sanctioned-suicide.net/threads/will-ctb-in-september-wanted-to-thank-yall.176057/,727,21,"Aug 20, 2024",['Venting']
"Jumping locations in Riverview, FL ?",https://sanctioned-suicide.net/threads/jumping-locations-in-riverview-fl.177075/,308,20,"Aug 30, 2024",['Help']
Back again,https://sanctioned-suicide.net/threads/back-again.177111/,158,5,"Aug 30, 2024",['none']
Freezing myself to death,https://sanctioned-suicide.net/threads/freezing-myself-to-death.175801/,476,8,"Aug 18, 2024",['none']
What service does DMC use to ship to your house?,https://sanctioned-suicide.net/threads/what-service-does-dmc-use-to-ship-to-your-house.175627/,713,23,"Aug 16, 2024",['none']
What if I’m making this decision too young,https://sanctioned-suicide.net/threads/what-if-im-making-this-decision-too-young.177164/,319,9,"Aug 31, 2024",['Help']
Can someone send me the thread where the SN method is detailed step by step? Please,https://sanctioned-suicide.net/threads/can-someone-send-me-the-thread-where-the-sn-method-is-detailed-step-by-step-please.177178/,117,2,"Aug 31, 2024",['Help']
"Exit Intl: new, small, cheap, disposable compressed Nitrogen cylinders!",https://sanctioned-suicide.net/threads/exit-intl-new-small-cheap-disposable-compressed-nitrogen-cylinders.176139/,684,5,"Aug 21, 2024",['none']
Ctb with morphine - panicking about method - please help!,https://sanctioned-suicide.net/threads/ctb-with-morphine-panicking-about-method-please-help.177131/,205,3,"Aug 30, 2024",['Help']
Overdosing In the UK,https://sanctioned-suicide.net/threads/overdosing-in-the-uk.176691/,464,8,"Aug 26, 2024",['Method']
Debating options,https://sanctioned-suicide.net/threads/debating-options.177115/,144,2,"Aug 30, 2024",['none']
Mediation stole my life,https://sanctioned-suicide.net/threads/mediation-stole-my-life.173428/,362,4,"Jul 27, 2024",['none']
Confused about knots for full suspension,https://sanctioned-suicide.net/threads/confused-about-knots-for-full-suspension.175128/,540,7,"Aug 12, 2024",['Help']
Getting SN in Spain,https://sanctioned-suicide.net/threads/getting-sn-in-spain.176187/,381,8,"Aug 21, 2024",['Help']
Meu sn chegou,https://sanctioned-suicide.net/threads/meu-sn-chegou.177176/,64,0,"Aug 31, 2024",['none']
I have reached final stage,https://sanctioned-suicide.net/threads/i-have-reached-final-stage.177173/,137,2,"Aug 31, 2024",['none']
Promethazine,https://sanctioned-suicide.net/threads/promethazine.177174/,62,0,"Aug 31, 2024",['none']
Where do I find antiemetics?,https://sanctioned-suicide.net/threads/where-do-i-find-antiemetics.177143/,135,1,"Aug 30, 2024",['none']
"Would you have done it sooner? Also, my situation",https://sanctioned-suicide.net/threads/would-you-have-done-it-sooner-also-my-situation.177155/,175,4,"Aug 31, 2024",['Story']
Coolant,https://sanctioned-suicide.net/threads/coolant.176752/,298,11,"Aug 27, 2024",['none']
Tomr I'll find out if I'm gonna kill myself or not,https://sanctioned-suicide.net/threads/tomr-ill-find-out-if-im-gonna-kill-myself-or-not.177114/,181,2,"Aug 30, 2024",['none']
burial or cremation?,https://sanctioned-suicide.net/threads/burial-or-cremation.177113/,241,11,"Aug 30, 2024",['Discussion']
Flight travel with SN,https://sanctioned-suicide.net/threads/flight-travel-with-sn.169773/,339,5,"Jun 24, 2024",['none']
Asking help for SN method with non prescription drugs to make it more effective. -from the Philippines,https://sanctioned-suicide.net/threads/asking-help-for-sn-method-with-non-prescription-drugs-to-make-it-more-effective-from-the-philippines.174345/,651,13,"Aug 4, 2024",['none']
"Hit my head, feel crazy, still want drugs. Nothing gets better.",https://sanctioned-suicide.net/threads/hit-my-head-feel-crazy-still-want-drugs-nothing-gets-better.177169/,138,2,"Aug 31, 2024",['Venting']
Video: opiates od. Guy drank 1g of methadone,https://sanctioned-suicide.net/threads/video-opiates-od-guy-drank-1g-of-methadone.152164/,6K,120,"Feb 13, 2024",['NSFW']
Hypocrites and liars !!!,https://sanctioned-suicide.net/threads/hypocrites-and-liars.176347/,443,5,"Aug 23, 2024",['Venting']
I don’t even want to die anymore but I still have to because there is too much suffering,https://sanctioned-suicide.net/threads/i-dont-even-want-to-die-anymore-but-i-still-have-to-because-there-is-too-much-suffering.176912/,216,4,"Aug 28, 2024",['Venting']
dmc packaging and welfare check,https://sanctioned-suicide.net/threads/dmc-packaging-and-welfare-check.174779/,706,13,"Aug 8, 2024",['Help']
Possible Misdiagnosis,https://sanctioned-suicide.net/threads/possible-misdiagnosis.177152/,147,4,"Aug 31, 2024",['none']
My Mind and My Plan Are Set,https://sanctioned-suicide.net/threads/my-mind-and-my-plan-are-set.176551/,276,4,"Aug 25, 2024",['Venting']
IV in the context of suicide.,https://sanctioned-suicide.net/threads/iv-in-the-context-of-suicide.177100/,164,1,"Aug 30, 2024",['Help']
Canadians - any hope?,https://sanctioned-suicide.net/threads/canadians-any-hope.177158/,104,0,"Aug 31, 2024",['none']
anyone here from Singapore ?,https://sanctioned-suicide.net/threads/anyone-here-from-singapore.177057/,98,3,"Aug 30, 2024",['none']
"Guilt, feeling undeserving",https://sanctioned-suicide.net/threads/guilt-feeling-undeserving.177145/,84,1,"Aug 30, 2024",['Venting']
My partner just left me 4 months before getting engaged.,https://sanctioned-suicide.net/threads/my-partner-just-left-me-4-months-before-getting-engaged.177147/,240,4,"Aug 30, 2024",['Story']
I feel like I'm a piece of shit and CTB would be a selfless act,https://sanctioned-suicide.net/threads/i-feel-like-im-a-piece-of-shit-and-ctb-would-be-a-selfless-act.177141/,197,5,"Aug 30, 2024",['none']
Going into shock,https://sanctioned-suicide.net/threads/going-into-shock.177148/,89,1,"Aug 30, 2024",['none']
"I lived, bitch /neg",https://sanctioned-suicide.net/threads/i-lived-bitch-neg.177146/,95,0,"Aug 30, 2024",['Venting']
Day 2 of dehydration,https://sanctioned-suicide.net/threads/day-2-of-dehydration.175594/,908,26,"Aug 16, 2024",['Venting']
I Imagine it all the time,https://sanctioned-suicide.net/threads/i-imagine-it-all-the-time.177123/,168,1,"Aug 30, 2024",['NSFW']
How reliable is full suspension hanging?,https://sanctioned-suicide.net/threads/how-reliable-is-full-suspension-hanging.175117/,1K,13,"Aug 12, 2024",['Method']
,https://sanctioned-suicide.net/threads/what-keeps-you-alive.174139/,,,,['none']
,https://sanctioned-suicide.net/threads/will-you-write-a-suicide-note.176959/,,29,"Aug 29, 2024",['none']
how does my plan hold up?,https://sanctioned-suicide.net/threads/how-does-my-plan-hold-up.177024/,289,5,"Aug 29, 2024",['Method']
How to feel mentally prepared/peaceful for ctb?,https://sanctioned-suicide.net/threads/how-to-feel-mentally-prepared-peaceful-for-ctb.177138/,172,5,"Aug 30, 2024",['none']
Nosebleed while trying Night-Night,https://sanctioned-suicide.net/threads/nosebleed-while-trying-night-night.177142/,68,0,"Aug 30, 2024",['none']
I still feel the urge,https://sanctioned-suicide.net/threads/i-still-feel-the-urge.176498/,137,2,"Aug 24, 2024",['none']
What if blowing my head of will feel like an eternity? [trigger warining],https://sanctioned-suicide.net/threads/what-if-blowing-my-head-of-will-feel-like-an-eternity-trigger-warining.176308/,832,16,"Aug 22, 2024",['Method']
If the cards were dealt different but even then,https://sanctioned-suicide.net/threads/if-the-cards-were-dealt-different-but-even-then.177140/,48,0,"Aug 30, 2024",['none']
gonna try again tonight,https://sanctioned-suicide.net/threads/gonna-try-again-tonight.174620/,349,5,"Aug 7, 2024",['none']
Does hope exist or is it an illusion?,https://sanctioned-suicide.net/threads/does-hope-exist-or-is-it-an-illusion.177095/,223,10,"Aug 30, 2024",['Discussion']
it’s becoming too real,https://sanctioned-suicide.net/threads/its-becoming-too-real.177106/,300,9,"Aug 30, 2024",['Venting']
Pregabalin for SN,https://sanctioned-suicide.net/threads/pregabalin-for-sn.177133/,92,0,"Aug 30, 2024",['Method']
Who have kids,https://sanctioned-suicide.net/threads/who-have-kids.177108/,157,3,"Aug 30, 2024",['none']
Fuck Therapy I Want Revenge,https://sanctioned-suicide.net/threads/fuck-therapy-i-want-revenge.176958/,583,29,"Aug 29, 2024",['Venting']
How many of you are socially anxious?,https://sanctioned-suicide.net/threads/how-many-of-you-are-socially-anxious.176991/,371,26,"Aug 29, 2024",['none']
Today I realized I really am alone and no one cares,https://sanctioned-suicide.net/threads/today-i-realized-i-really-am-alone-and-no-one-cares.176620/,385,15,"Aug 26, 2024",['none']
Biggest regrets,https://sanctioned-suicide.net/threads/biggest-regrets.176913/,385,25,"Aug 28, 2024",['none']
Ctb with morphine - panicking about method - please help!,https://sanctioned-suicide.net/threads/ctb-with-morphine-panicking-about-method-please-help.177128/,80,0,"Aug 30, 2024",['Help']
QueerMelancholy's goodbye,https://sanctioned-suicide.net/threads/queermelancholys-goodbye.176493/,1K,25,"Aug 24, 2024",['none']
I want to kill myself because I hate myself so much but I can't,https://sanctioned-suicide.net/threads/i-want-to-kill-myself-because-i-hate-myself-so-much-but-i-cant.174634/,423,2,"Aug 7, 2024",['none']
co-dependency,https://sanctioned-suicide.net/threads/co-dependency.177102/,110,1,"Aug 30, 2024",['Venting']
Rapid Succession Suicide?,https://sanctioned-suicide.net/threads/rapid-succession-suicide.174697/,803,8,"Aug 8, 2024",['Method']
suicide note compilation,https://sanctioned-suicide.net/threads/suicide-note-compilation.175172/,774,13,"Aug 12, 2024",['none']
What’s it like for those who have autism?,https://sanctioned-suicide.net/threads/whats-it-like-for-those-who-have-autism.177112/,141,6,"Aug 30, 2024",['Discussion']
Guide on anchor points to look for in an Airbnb for full suspension hanging,https://sanctioned-suicide.net/threads/guide-on-anchor-points-to-look-for-in-an-airbnb-for-full-suspension-hanging.176345/,769,8,"Aug 23, 2024",['Resource']
Thoughts,https://sanctioned-suicide.net/threads/thoughts.177084/,190,5,"Aug 30, 2024",['Story']
I was not supposed to be here on SS,https://sanctioned-suicide.net/threads/i-was-not-supposed-to-be-here-on-ss.177109/,197,4,"Aug 30, 2024",['Venting']
I think I'm done.,https://sanctioned-suicide.net/threads/i-think-im-done.177117/,138,0,"Aug 30, 2024",['Discussion']
Under appreciated,https://sanctioned-suicide.net/threads/under-appreciated.177110/,69,0,"Aug 30, 2024",['Venting']
Any way to test SN by taking a little amount to see what effects will be there?,https://sanctioned-suicide.net/threads/any-way-to-test-sn-by-taking-a-little-amount-to-see-what-effects-will-be-there.177070/,214,9,"Aug 30, 2024",['none']
"ED havers, what are your safe foods?",https://sanctioned-suicide.net/threads/ed-havers-what-are-your-safe-foods.177103/,75,0,"Aug 30, 2024",['none']
"I want to CTB but my friends dont want me to, what do i do?",https://sanctioned-suicide.net/threads/i-want-to-ctb-but-my-friends-dont-want-me-to-what-do-i-do.177029/,396,15,"Aug 29, 2024",['none']
Do you care what happens to your body after you die?,https://sanctioned-suicide.net/threads/do-you-care-what-happens-to-your-body-after-you-die.177063/,292,26,"Aug 30, 2024",['none']
Does Anyone Else Like to Sleep All Day ?,https://sanctioned-suicide.net/threads/does-anyone-else-like-to-sleep-all-day.176787/,746,38,"Aug 27, 2024",['none']
How can I help myself accept it and gather the courage? I want to..,https://sanctioned-suicide.net/threads/how-can-i-help-myself-accept-it-and-gather-the-courage-i-want-to.177077/,171,3,"Aug 30, 2024",['Help']
Who wants to ride the Euthanasia Coaster?,https://sanctioned-suicide.net/threads/who-wants-to-ride-the-euthanasia-coaster.160804/,709,24,"Apr 17, 2024",['none']
Spiraling,https://sanctioned-suicide.net/threads/spiraling.176170/,392,15,"Aug 21, 2024",['none']
i casually drop my suicidal ideation and no one gives a fuck,https://sanctioned-suicide.net/threads/i-casually-drop-my-suicidal-ideation-and-no-one-gives-a-fuck.175968/,373,14,"Aug 19, 2024",['none']
Mental Health Assessment,https://sanctioned-suicide.net/threads/mental-health-assessment.177090/,64,0,"Aug 30, 2024",['none']
I’m such a failure,https://sanctioned-suicide.net/threads/im-such-a-failure.176862/,317,11,"Aug 28, 2024",['Venting']
Why do people feel angry at the person following a suicide?,https://sanctioned-suicide.net/threads/why-do-people-feel-angry-at-the-person-following-a-suicide.176921/,408,19,"Aug 29, 2024",['Discussion']
partial with dog leash,https://sanctioned-suicide.net/threads/partial-with-dog-leash.176873/,201,9,"Aug 28, 2024",['none']
Testing SN-URGENT,https://sanctioned-suicide.net/threads/testing-sn-urgent.177001/,247,9,"Aug 29, 2024",['none']
I Am Going To CTB Because I Was Born Female,https://sanctioned-suicide.net/threads/i-am-going-to-ctb-because-i-was-born-female.175456/,2K,47,"Aug 15, 2024",['Venting']
Why people streaming their ctb?,https://sanctioned-suicide.net/threads/why-people-streaming-their-ctb.174823/,930,26,"Aug 9, 2024",['Discussion']
Help. Just diagnosed as bipolar,https://sanctioned-suicide.net/threads/help-just-diagnosed-as-bipolar.176992/,168,4,"Aug 29, 2024",['none']
UK SN sources,https://sanctioned-suicide.net/threads/uk-sn-sources.174844/,557,5,"Aug 9, 2024",['Resource']
Book Review: Together We Will Go,https://sanctioned-suicide.net/threads/book-review-together-we-will-go.174952/,307,4,"Aug 10, 2024",['none']
Don’t want to fail,https://sanctioned-suicide.net/threads/dont-want-to-fail.177064/,130,5,"Aug 30, 2024",['none']
How to make partial hanging look less “disturbing”,https://sanctioned-suicide.net/threads/how-to-make-partial-hanging-look-less-disturbing.177047/,216,4,"Aug 30, 2024",['none']
,https://sanctioned-suicide.net/threads/jumping-locations-in-utah.177054/,,,"Aug 30, 2024",['Method']
CantdoIt's Thread for general venting,https://sanctioned-suicide.net/threads/cantdoits-thread-for-general-venting.176182/,208,6,"Aug 21, 2024",['none']
Cotton rope for full suspension ???,https://sanctioned-suicide.net/threads/cotton-rope-for-full-suspension.177060/,111,1,"Aug 30, 2024",['Help']
