Title,Link,Views,Replies,Date,Labels
CAN’T LIVE CAN’T DIE,https://sanctioned-suicide.net/threads/cant-live-cant-die.172308/,242,4,Tuesday at 7:35 PM,['Venting']
"the status of homeless people in the US, and in defense of CTB as a means of staying off the streets",https://sanctioned-suicide.net/threads/the-status-of-homeless-people-in-the-us-and-in-defense-of-ctb-as-a-means-of-staying-off-the-streets.171398/,424,14,"Jul 8, 2024",['Venting']
Deserving to die...,https://sanctioned-suicide.net/threads/deserving-to-die.172871/,224,8,"Jul 21, 2024 at 11:24 PM",['none']
Review/critique SN regiment?,https://sanctioned-suicide.net/threads/review-critique-sn-regiment.172749/,349,16,Saturday at 10:38 PM,['none']
I'm doing it,https://sanctioned-suicide.net/threads/im-doing-it.103681/,10K,16,"Nov 18, 2022",['none']
"The sun sets, I am scared",https://sanctioned-suicide.net/threads/the-sun-sets-i-am-scared.172833/,128,2,"Jul 21, 2024 at 2:25 PM",['Venting']
Goodbye thread SN,https://sanctioned-suicide.net/threads/goodbye-thread-sn.172550/,269,9,Friday at 1:42 AM,['Story']
"they won't understand and they never will, so it's best i ctb.",https://sanctioned-suicide.net/threads/they-wont-understand-and-they-never-will-so-its-best-i-ctb.171456/,284,8,"Jul 9, 2024",['Venting']
Benzos,https://sanctioned-suicide.net/threads/benzos.172922/,62,1,"Jul 22, 2024 at 2:30 PM",['none']
carotid artery,https://sanctioned-suicide.net/threads/carotid-artery.172927/,72,0,"Jul 22, 2024 at 3:04 PM",['none']
Buying a gun under 21,https://sanctioned-suicide.net/threads/buying-a-gun-under-21.172919/,53,4,"Jul 22, 2024 at 1:28 PM",['Help']
Parents should be more supportive of their children's decision to ctb,https://sanctioned-suicide.net/threads/parents-should-be-more-supportive-of-their-childrens-decision-to-ctb.172358/,547,22,Wednesday at 8:46 AM,['none']
I Might want to join a cult before I die,https://sanctioned-suicide.net/threads/i-might-want-to-join-a-cult-before-i-die.172754/,289,12,Saturday at 11:52 PM,['none']
SN way out in Spain,https://sanctioned-suicide.net/threads/sn-way-out-in-spain.172925/,59,0,"Jul 22, 2024 at 2:43 PM",['none']
How old is everyone on here?,https://sanctioned-suicide.net/threads/how-old-is-everyone-on-here.55252/,34K,615,"Dec 1, 2020",['none']
CTB by not drinking water (just wait 3-5 days only),https://sanctioned-suicide.net/threads/ctb-by-not-drinking-water-just-wait-3-5-days-only.170269/,1K,33,"Jun 29, 2024",['none']
SN megathread,https://sanctioned-suicide.net/threads/sn-megathread.1156/,1M,11K,"Jun 30, 2018",['Resource']
Chronic Illnesses and Physical Diseases Megathread,https://sanctioned-suicide.net/threads/chronic-illnesses-and-physical-diseases-megathread.73629/,29K,267,"Sep 13, 2021",['none']
Der deutsche Thread (German),https://sanctioned-suicide.net/threads/der-deutsche-thread-german.58668/,25K,289,"Jan 11, 2021",['none']
Is two hour window enough for SN to do the job before being discovered?,https://sanctioned-suicide.net/threads/is-two-hour-window-enough-for-sn-to-do-the-job-before-being-discovered.172915/,117,2,"Jul 22, 2024 at 12:54 PM",['none']
Propranolol or trazadone for SN,https://sanctioned-suicide.net/threads/propranolol-or-trazadone-for-sn.172918/,69,1,"Jul 22, 2024 at 1:21 PM",['none']
Русский чат // Russian Community chat,https://sanctioned-suicide.net/threads/russkij-chat-russian-community-chat.134591/,34K,579,"Sep 29, 2023",['Discussion']
How to drink as much as possible witbout puking,https://sanctioned-suicide.net/threads/how-to-drink-as-much-as-possible-witbout-puking.172917/,68,2,"Jul 22, 2024 at 12:58 PM",['none']
It is paradoxical: The more I think about things I have missed out the more do I want to commit suicide,https://sanctioned-suicide.net/threads/it-is-paradoxical-the-more-i-think-about-things-i-have-missed-out-the-more-do-i-want-to-commit-suicide.172826/,251,11,"Jul 21, 2024 at 1:26 PM",['none']
What does a codeine overdose feel like ?,https://sanctioned-suicide.net/threads/what-does-a-codeine-overdose-feel-like.171596/,615,24,"Jul 10, 2024",['none']
about multiple things,https://sanctioned-suicide.net/threads/about-multiple-things.172916/,45,0,"Jul 22, 2024 at 12:55 PM",['Venting']
Fent,https://sanctioned-suicide.net/threads/fent.172650/,269,11,Friday at 11:32 PM,['Method']
My SN arrived today! My last day on planet earth!,https://sanctioned-suicide.net/threads/my-sn-arrived-today-my-last-day-on-planet-earth.171701/,1K,29,"Jul 11, 2024",['Method']
Hanging myself sounds good,https://sanctioned-suicide.net/threads/hanging-myself-sounds-good.172785/,344,9,"Jul 21, 2024 at 5:45 AM",['none']
My 500g SN has arrived today but I have some concerns about it.,https://sanctioned-suicide.net/threads/my-500g-sn-has-arrived-today-but-i-have-some-concerns-about-it.172911/,208,6,"Jul 22, 2024 at 10:47 AM",['Discussion']
"""Don't worry, be happy"", ""Just think positive"" and other useless advice",https://sanctioned-suicide.net/threads/dont-worry-be-happy-just-think-positive-and-other-useless-advice.172887/,192,7,"Jul 22, 2024 at 3:24 AM",['Venting']
How to keep N stable,https://sanctioned-suicide.net/threads/how-to-keep-n-stable.172913/,50,0,"Jul 22, 2024 at 11:59 AM",['none']
I'm considering jumping off a rooftop I can not take it anymore,https://sanctioned-suicide.net/threads/im-considering-jumping-off-a-rooftop-i-can-not-take-it-anymore.172808/,354,11,"Jul 21, 2024 at 10:26 AM",['Method']
"If Life Had Save States Like in a Game, Is There a Point You'd Go Back To?",https://sanctioned-suicide.net/threads/if-life-had-save-states-like-in-a-game-is-there-a-point-youd-go-back-to.164982/,656,42,"May 15, 2024",['none']
welfare checks in the EU?,https://sanctioned-suicide.net/threads/welfare-checks-in-the-eu.169266/,416,14,"Jun 19, 2024",['none']
Signed my Will today (it's getting closer),https://sanctioned-suicide.net/threads/signed-my-will-today-its-getting-closer.172904/,109,2,"Jul 22, 2024 at 9:44 AM",['Discussion']
,https://sanctioned-suicide.net/threads/what-doesnt-kill-you.172897/,,,,['none']
,https://sanctioned-suicide.net/threads/moral-support-or-morale-with-goodbyes.172909/,,,,['none']
,https://sanctioned-suicide.net/threads/should-parents-have-the-right-to-die.172221/,,,,['']
,https://sanctioned-suicide.net/threads/maladaptive-daydreaming.172861/,258,17,"Jul 21, 2024 at 8:23 PM",['Venting']
Penny For Your Thoughts,https://sanctioned-suicide.net/threads/penny-for-your-thoughts.172910/,59,0,"Jul 22, 2024 at 10:42 AM",['Venting']
i wouldn't live out my misery here i would just leave every time this place didn't look after me,https://sanctioned-suicide.net/threads/i-wouldnt-live-out-my-misery-here-i-would-just-leave-every-time-this-place-didnt-look-after-me.172906/,76,2,"Jul 22, 2024 at 10:11 AM",['Venting']
I hate being able to feel pain,https://sanctioned-suicide.net/threads/i-hate-being-able-to-feel-pain.172902/,135,4,"Jul 22, 2024 at 9:14 AM",['Venting']
DESIRE TO KMS,https://sanctioned-suicide.net/threads/desire-to-kms.172905/,22,0,"Jul 22, 2024 at 9:58 AM",['Venting']
Uk Flowmeter regulator for Nitrogen Exit bag method ?,https://sanctioned-suicide.net/threads/uk-flowmeter-regulator-for-nitrogen-exit-bag-method.169316/,455,14,"Jun 20, 2024",['Help']
Female-Only Forum?,https://sanctioned-suicide.net/threads/female-only-forum.172632/,2K,63,Friday at 7:21 PM,['Help']
I'm worried the sn method might not work,https://sanctioned-suicide.net/threads/im-worried-the-sn-method-might-not-work.172900/,184,6,"Jul 22, 2024 at 8:05 AM",['none']
I'm only living for my dog,https://sanctioned-suicide.net/threads/im-only-living-for-my-dog.172870/,115,8,"Jul 21, 2024 at 11:16 PM",['Venting']
We need to remember our minds can deceive us,https://sanctioned-suicide.net/threads/we-need-to-remember-our-minds-can-deceive-us.172851/,318,9,"Jul 21, 2024 at 5:07 PM",['Venting']
"When my dog goes, I go.",https://sanctioned-suicide.net/threads/when-my-dog-goes-i-go.170348/,658,25,"Jun 29, 2024",['Venting']
Does suicidality go away?,https://sanctioned-suicide.net/threads/does-suicidality-go-away.172869/,200,10,"Jul 21, 2024 at 11:05 PM",['Discussion']
Scary body,https://sanctioned-suicide.net/threads/scary-body.172876/,174,2,"Jul 22, 2024 at 1:01 AM",['Venting']
Life is an imposition,https://sanctioned-suicide.net/threads/life-is-an-imposition.172865/,105,1,"Jul 21, 2024 at 9:48 PM",['Venting']
Even if I would get everything I would never be able to recover,https://sanctioned-suicide.net/threads/even-if-i-would-get-everything-i-would-never-be-able-to-recover.172883/,107,6,"Jul 22, 2024 at 2:43 AM",['Venting']
Chest Pain and anxiety?,https://sanctioned-suicide.net/threads/chest-pain-and-anxiety.172896/,54,2,"Jul 22, 2024 at 7:23 AM",['none']
My mom just tried to hang herself.,https://sanctioned-suicide.net/threads/my-mom-just-tried-to-hang-herself.172899/,125,1,"Jul 22, 2024 at 7:56 AM",['Venting']
Why is suicide often thought to be based on happiness?,https://sanctioned-suicide.net/threads/why-is-suicide-often-thought-to-be-based-on-happiness.172780/,286,11,"Jul 21, 2024 at 4:49 AM",['none']
25 days to live,https://sanctioned-suicide.net/threads/25-days-to-live.172868/,180,6,"Jul 21, 2024 at 10:58 PM",['Venting']
DAE?,https://sanctioned-suicide.net/threads/dae.172898/,47,0,"Jul 22, 2024 at 7:48 AM",['none']
Contemplating,https://sanctioned-suicide.net/threads/contemplating.172874/,112,1,"Jul 22, 2024 at 12:10 AM",['Method']
I feel like shit,https://sanctioned-suicide.net/threads/i-feel-like-shit.172862/,77,1,"Jul 21, 2024 at 8:45 PM",['Venting']
Whats the best time to CTB,https://sanctioned-suicide.net/threads/whats-the-best-time-to-ctb.172893/,80,2,"Jul 22, 2024 at 6:33 AM",['Discussion']
"Hello everyone (ctb method planned, just need help w/specs and maybe a friendly word)",https://sanctioned-suicide.net/threads/hello-everyone-ctb-method-planned-just-need-help-w-specs-and-maybe-a-friendly-word.167718/,562,19,"Jun 6, 2024",['none']
Realistically,https://sanctioned-suicide.net/threads/realistically.171420/,123,3,"Jul 8, 2024",['none']
I will never be enough.,https://sanctioned-suicide.net/threads/i-will-never-be-enough.172613/,133,6,Friday at 2:49 PM,['Venting']
You ever feel like a pathetic human?,https://sanctioned-suicide.net/threads/you-ever-feel-like-a-pathetic-human.172619/,220,13,Friday at 3:30 PM,['none']
Isolating before ctb - yay or nay?,https://sanctioned-suicide.net/threads/isolating-before-ctb-yay-or-nay.172892/,96,5,"Jul 22, 2024 at 6:15 AM",['Help']
I am thinking of going to Beachy Head and jump. Near the lighthouse is the highest point I believe. What are the chances of survival?,https://sanctioned-suicide.net/threads/i-am-thinking-of-going-to-beachy-head-and-jump-near-the-lighthouse-is-the-highest-point-i-believe-what-are-the-chances-of-survival.172890/,161,4,"Jul 22, 2024 at 4:53 AM",['Method']
Do you feel dead inside ?,https://sanctioned-suicide.net/threads/do-you-feel-dead-inside.171284/,1K,52,"Jul 7, 2024",['none']
Can I use multiple testing strips in a cup for testing sn?,https://sanctioned-suicide.net/threads/can-i-use-multiple-testing-strips-in-a-cup-for-testing-sn.172790/,117,5,"Jul 21, 2024 at 7:45 AM",['none']
Do you guys hide your depression from other people in your life,https://sanctioned-suicide.net/threads/do-you-guys-hide-your-depression-from-other-people-in-your-life.172817/,341,22,"Jul 21, 2024 at 11:34 AM",['Discussion']
Life is punishment. If you bring another person to this hell you have no heart or no brain or nither.,https://sanctioned-suicide.net/threads/life-is-punishment-if-you-bring-another-person-to-this-hell-you-have-no-heart-or-no-brain-or-nither.171692/,3K,77,"Jul 11, 2024",['Venting']
Advice on drugs,https://sanctioned-suicide.net/threads/advice-on-drugs.172831/,137,2,"Jul 21, 2024 at 2:20 PM",['Help']
Eyewitness Account of SN Overdose,https://sanctioned-suicide.net/threads/eyewitness-account-of-sn-overdose.168737/,4K,54,"Jun 15, 2024",['Story']
I didn't want to die,https://sanctioned-suicide.net/threads/i-didnt-want-to-die.172775/,177,2,"Jul 21, 2024 at 4:25 AM",['Story']
with CTB via train,https://sanctioned-suicide.net/threads/help-with-ctb-via-train.172764/,356,18,"Jul 21, 2024 at 1:11 AM",['Help']
Im empty,https://sanctioned-suicide.net/threads/im-empty.172873/,58,0,"Jul 22, 2024 at 12:05 AM",['Venting']
Hypothetically,https://sanctioned-suicide.net/threads/hypothetically.172821/,249,13,"Jul 21, 2024 at 11:56 AM",['none']
Shifting from one extreme to another?,https://sanctioned-suicide.net/threads/shifting-from-one-extreme-to-another.172864/,97,5,"Jul 21, 2024 at 9:04 PM",['Discussion']
overly intrusive thoughts getting worse?,https://sanctioned-suicide.net/threads/overly-intrusive-thoughts-getting-worse.171798/,196,4,"Jul 12, 2024",['Discussion']
Watching hospice videos has lessened my fear of death,https://sanctioned-suicide.net/threads/watching-hospice-videos-has-lessened-my-fear-of-death.172303/,396,12,Tuesday at 6:07 PM,['none']
30+ peer support thread.,https://sanctioned-suicide.net/threads/30-peer-support-thread.172586/,1K,73,Friday at 9:03 AM,['none']
"The ""night-night"" method mega thread.",https://sanctioned-suicide.net/threads/the-night-night-method-mega-thread.6834/,578K,2K,"Oct 28, 2018",['Method']
Do you really like me? Did i scare you away already?,https://sanctioned-suicide.net/threads/do-you-really-like-me-did-i-scare-you-away-already.172866/,95,0,"Jul 21, 2024 at 9:54 PM",['none']
What if Elon Musk is right? What if we are all living in a simulation?,https://sanctioned-suicide.net/threads/what-if-elon-musk-is-right-what-if-we-are-all-living-in-a-simulation.153290/,3K,95,"Feb 23, 2024",['none']
[urgent] Need convincing reasons why I quit my job,https://sanctioned-suicide.net/threads/urgent-need-convincing-reasons-why-i-quit-my-job.172863/,108,4,"Jul 21, 2024 at 8:47 PM",['none']
,https://sanctioned-suicide.net/threads/chance-of-not-constricting-carotids-with-full-suspension.172846/,,,,['']
,https://sanctioned-suicide.net/threads/ctb-for-the-obese.172837/,211,6,"Jul 21, 2024 at 3:00 PM",['Discussion']
been in a coma for a year and a half,https://sanctioned-suicide.net/threads/been-in-a-coma-for-a-year-and-a-half.168826/,2K,36,"Jun 16, 2024",['Story']
Anyone find themselves flipping between methods?,https://sanctioned-suicide.net/threads/anyone-find-themselves-flipping-between-methods.172639/,267,19,Friday at 8:38 PM,['Discussion']
sn sources help,https://sanctioned-suicide.net/threads/sn-sources-help.172859/,59,0,"Jul 21, 2024 at 6:59 PM",['Help']
SN source please (UK),https://sanctioned-suicide.net/threads/sn-source-please-uk.172858/,49,0,"Jul 21, 2024 at 6:58 PM",['none']
Do you find suicide jokes funny?,https://sanctioned-suicide.net/threads/do-you-find-suicide-jokes-funny.172623/,411,26,Friday at 5:14 PM,['none']
Ketamine with SN?,https://sanctioned-suicide.net/threads/ketamine-with-sn.172731/,116,7,Saturday at 7:36 PM,['none']
I think suicide planning might have become my hobby,https://sanctioned-suicide.net/threads/i-think-suicide-planning-might-have-become-my-hobby.172835/,178,7,"Jul 21, 2024 at 2:43 PM",['Venting']
Is blunt force trauma from a train hit decently reliable to die?,https://sanctioned-suicide.net/threads/is-blunt-force-trauma-from-a-train-hit-decently-reliable-to-die.172814/,167,3,"Jul 21, 2024 at 11:09 AM",['Method']
"100+ job applications later, and i'm ready to give up.",https://sanctioned-suicide.net/threads/100-job-applications-later-and-im-ready-to-give-up.172794/,253,8,"Jul 21, 2024 at 8:32 AM",['Venting']
Would potassium nitrite be a viable backup to sodium nitrite if needed?,https://sanctioned-suicide.net/threads/would-potassium-nitrite-be-a-viable-backup-to-sodium-nitrite-if-needed.172841/,102,2,"Jul 21, 2024 at 3:26 PM",['none']
Nothing gets better,https://sanctioned-suicide.net/threads/nothing-gets-better.172856/,63,0,"Jul 21, 2024 at 5:58 PM",['Story']
Can someone notify me of any known sn sources?,https://sanctioned-suicide.net/threads/can-someone-notify-me-of-any-known-sn-sources.172855/,71,0,"Jul 21, 2024 at 5:54 PM",['none']
Feel like my partner may have just settled for me,https://sanctioned-suicide.net/threads/feel-like-my-partner-may-have-just-settled-for-me.172847/,148,5,"Jul 21, 2024 at 4:11 PM",['Venting']
stopped my meds cold turkery,https://sanctioned-suicide.net/threads/stopped-my-meds-cold-turkery.172600/,173,9,Friday at 12:35 PM,['Discussion']
how can i lose my fear of death?,https://sanctioned-suicide.net/threads/how-can-i-lose-my-fear-of-death.172828/,191,7,"Jul 21, 2024 at 1:38 PM",['Discussion']
potential way out but not sure,https://sanctioned-suicide.net/threads/potential-way-out-but-not-sure.172850/,114,1,"Jul 21, 2024 at 4:37 PM",['Help']
i'm too dumb to kill myself & im lonely,https://sanctioned-suicide.net/threads/im-too-dumb-to-kill-myself-im-lonely.171759/,560,12,"Jul 11, 2024",['none']
So called best friend,https://sanctioned-suicide.net/threads/so-called-best-friend.172827/,165,10,"Jul 21, 2024 at 1:31 PM",['none']
Sharing my Story and my thoughts,https://sanctioned-suicide.net/threads/sharing-my-story-and-my-thoughts.172836/,87,4,"Jul 21, 2024 at 2:45 PM",['none']
Handcuffs and plastic bag,https://sanctioned-suicide.net/threads/handcuffs-and-plastic-bag.152861/,8K,121,"Feb 19, 2024",['Method']
How long have you been suicidal?,https://sanctioned-suicide.net/threads/how-long-have-you-been-suicidal.172740/,276,29,Saturday at 8:40 PM,['Discussion']
Question about SN,https://sanctioned-suicide.net/threads/question-about-sn.172844/,89,4,"Jul 21, 2024 at 3:59 PM",['none']
its all rushing back nd im so sick of this shit,https://sanctioned-suicide.net/threads/its-all-rushing-back-nd-im-so-sick-of-this-shit.172849/,42,0,"Jul 21, 2024 at 4:35 PM",['none']
Why is it always me?,https://sanctioned-suicide.net/threads/why-is-it-always-me.172845/,57,1,"Jul 21, 2024 at 4:02 PM",['Venting']
Trap,https://sanctioned-suicide.net/threads/trap.172732/,206,3,Saturday at 7:51 PM,['Venting']
The problem with work,https://sanctioned-suicide.net/threads/the-problem-with-work.172834/,135,4,"Jul 21, 2024 at 2:42 PM",['none']
I feel so alone,https://sanctioned-suicide.net/threads/i-feel-so-alone.172839/,91,2,"Jul 21, 2024 at 3:17 PM",['none']
