Title,Link,Views,Replies,Date,Labels
"Moments of sudden realization.. ""holy shit, I'm really doing this""",https://sanctioned-suicide.net/threads/moments-of-sudden-realization-holy-shit-im-really-doing-this.171745/,169,4,"Jul 11, 2024",['Discussion']
WHY are Suicide Rates Going Up All Around the World?,https://sanctioned-suicide.net/threads/why-are-suicide-rates-going-up-all-around-the-world.171645/,633,30,"Jul 10, 2024",['Discussion']
Methods without fun or hanging,https://sanctioned-suicide.net/threads/methods-without-fun-or-hanging.171744/,178,5,"Jul 11, 2024",['none']
i don't know how to kill myself,https://sanctioned-suicide.net/threads/i-dont-know-how-to-kill-myself.171720/,240,3,"Jul 11, 2024",['none']
People telling you to be positive,https://sanctioned-suicide.net/threads/people-telling-you-to-be-positive.171719/,108,5,"Jul 11, 2024",['none']
Looking for a way out,https://sanctioned-suicide.net/threads/looking-for-a-way-out.168871/,980,26,"Jun 16, 2024",['NSFW']
Cherry Pit CTB Method Help?,https://sanctioned-suicide.net/threads/cherry-pit-ctb-method-help.171512/,584,12,"Jul 9, 2024",['none']
Hunger strike,https://sanctioned-suicide.net/threads/hunger-strike.169638/,281,5,"Jun 23, 2024",['Method']
partial hanging advice,https://sanctioned-suicide.net/threads/partial-hanging-advice.171741/,165,0,"Jul 11, 2024",['Method']
Poisonous plants,https://sanctioned-suicide.net/threads/poisonous-plants.171684/,194,6,"Jul 11, 2024",['Discussion']
me pick my method. (vent ish),https://sanctioned-suicide.net/threads/help-me-pick-my-method-vent-ish.171162/,425,6,"Jul 6, 2024",['Help']
"How do I effectively and painlessly CTB without my body paralyzing me to ""PRotecT"" me?",https://sanctioned-suicide.net/threads/how-do-i-effectively-and-painlessly-ctb-without-my-body-paralyzing-me-to-protect-me.171349/,314,4,"Jul 8, 2024",['none']
Woman who went with Briton to Dignitas sues police over her arrest,https://sanctioned-suicide.net/threads/woman-who-went-with-briton-to-dignitas-sues-police-over-her-arrest.171738/,112,0,"Jul 11, 2024",['Story']
How many are here because of Longterm COVID disability?,https://sanctioned-suicide.net/threads/how-many-are-here-because-of-longterm-covid-disability.88158/,1K,18,"Apr 8, 2022",['none']
Anyone else have family members that have ctb and now that’s only way they know how to cope?,https://sanctioned-suicide.net/threads/anyone-else-have-family-members-that-have-ctb-and-now-thats-only-way-they-know-how-to-cope.171731/,72,1,"Jul 11, 2024",['none']
It’s over for me,https://sanctioned-suicide.net/threads/its-over-for-me.171732/,171,1,"Jul 11, 2024",['none']
Overdose,https://sanctioned-suicide.net/threads/overdose.171713/,155,4,"Jul 11, 2024",['none']
today by partial hanging,https://sanctioned-suicide.net/threads/venting-today-by-partial-hanging.171685/,227,10,"Jul 11, 2024",['Venting']
mail forwarding company,https://sanctioned-suicide.net/threads/mail-forwarding-company.168738/,131,2,"Jun 15, 2024",['Help']
Hemlock vs oleander (things I have access to)...,https://sanctioned-suicide.net/threads/hemlock-vs-oleander-things-i-have-access-to.170577/,251,2,"Jul 1, 2024",['Method']
Survived exit bag nitrogen,https://sanctioned-suicide.net/threads/survived-exit-bag-nitrogen.170322/,269,2,"Jun 29, 2024",['none']
N outside the bottle,https://sanctioned-suicide.net/threads/n-outside-the-bottle.171724/,137,2,"Jul 11, 2024",['none']
Im haunted by flashback memories of abuse but also good times.,https://sanctioned-suicide.net/threads/im-haunted-by-flashback-memories-of-abuse-but-also-good-times.171717/,84,2,"Jul 11, 2024",['none']
Citric Acid & Baking Soda,https://sanctioned-suicide.net/threads/citric-acid-baking-soda.171644/,204,4,"Jul 10, 2024",['none']
,https://sanctioned-suicide.net/threads/clorox.171694/,,,,['none']
,https://sanctioned-suicide.net/threads/im-gonna-attempt-hanging-with-bedsheet-now.170840/,,,,['']
,https://sanctioned-suicide.net/threads/hoping-bulimia-will-kill-me.167382/,,,,['']
,https://sanctioned-suicide.net/threads/chronic-illness-consumes-my-life.168767/,,,,['none']
,https://sanctioned-suicide.net/threads/sn-in-the-usa-legal-or-illegal.171716/,,,,['']
,https://sanctioned-suicide.net/threads/im-tired-again.171712/,,,,['']
,https://sanctioned-suicide.net/threads/farewell-parties.171711/,,,,['']
,https://sanctioned-suicide.net/threads/trying-to-od.171709/,,,,['']
,https://sanctioned-suicide.net/threads/i-need-sn-asap-in-hungary.132013/,,,,['']
,https://sanctioned-suicide.net/threads/assisted-dying-isnt-as-great-as-you-think.166010/,,,,['none']
,https://sanctioned-suicide.net/threads/end-of-the-line.171082/,,,,['']
,https://sanctioned-suicide.net/threads/final-questions.171706/,,,,['none']
,https://sanctioned-suicide.net/threads/what-are-your-top-3-reasons-for-ctb.149079/,,,,['none']
,https://sanctioned-suicide.net/threads/sd-sn.171704/,,,,['none']
,https://sanctioned-suicide.net/threads/is-this-just-therapy.171683/,,,,['']
,https://sanctioned-suicide.net/threads/making-hanging-more-effective-worried-about-failing.171678/,,,,['none']
,https://sanctioned-suicide.net/threads/considering-ctb-tonight.171690/,,,,['Discussion']
Partial question (please help!!!),https://sanctioned-suicide.net/threads/partial-question-please-help.171691/,171,2,"Jul 11, 2024",['Help']
Feeling guilty on ctb?,https://sanctioned-suicide.net/threads/feeling-guilty-on-ctb.171700/,65,0,"Jul 11, 2024",['Discussion']
How to safely order SN? (from DMC),https://sanctioned-suicide.net/threads/how-to-safely-order-sn-from-dmc.171679/,191,4,"Jul 11, 2024",['none']
How fast can I lose 20kg?,https://sanctioned-suicide.net/threads/how-fast-can-i-lose-20kg.171687/,186,3,"Jul 11, 2024",['Help']
"Sentiment I disagree with: ""You dont actually want to die""",https://sanctioned-suicide.net/threads/sentiment-i-disagree-with-you-dont-actually-want-to-die.170922/,531,23,"Jul 4, 2024",['Discussion']
Should I quit my ad before I do SN,https://sanctioned-suicide.net/threads/should-i-quit-my-ad-before-i-do-sn.171693/,88,0,"Jul 11, 2024",['Help']
really unsure how to ctb in new zealand,https://sanctioned-suicide.net/threads/really-unsure-how-to-ctb-in-new-zealand.168139/,481,8,"Jun 10, 2024",['none']
Clozapine for goodbye,https://sanctioned-suicide.net/threads/clozapine-for-goodbye.169530/,461,7,"Jun 22, 2024",['Method']
Tonight I will jump 100ft to my death. Goodbye.,https://sanctioned-suicide.net/threads/tonight-i-will-jump-100ft-to-my-death-goodbye.171677/,316,3,"Jul 11, 2024",['none']
Want to accomplish my dreams but I want to die,https://sanctioned-suicide.net/threads/want-to-accomplish-my-dreams-but-i-want-to-die.170489/,175,4,"Jun 30, 2024",['none']
Is there any Korean got their SN successfully from DMC?,https://sanctioned-suicide.net/threads/is-there-any-korean-got-their-sn-successfully-from-dmc.171689/,88,0,"Jul 11, 2024",['none']
I can't keep living anymore; I'm exhausted,https://sanctioned-suicide.net/threads/i-cant-keep-living-anymore-im-exhausted.169390/,367,6,"Jun 20, 2024",['Venting']
what is the last dish you wanna eat before dying?,https://sanctioned-suicide.net/threads/what-is-the-last-dish-you-wanna-eat-before-dying.171686/,97,6,"Jul 11, 2024",['Discussion']
Is fasting less effective while sleeping?,https://sanctioned-suicide.net/threads/is-fasting-less-effective-while-sleeping.171680/,122,4,"Jul 11, 2024",['none']
Sn purity,https://sanctioned-suicide.net/threads/sn-purity.171566/,101,2,"Jul 10, 2024",['none']
"Swiss ""Suicide Pod""",https://sanctioned-suicide.net/threads/swiss-suicide-pod.171643/,365,10,"Jul 10, 2024",['none']
why does the government gate keep suicide so much? This article today. Sodium Nitrite will now be banned in US. like Cmon. Let us die in peace,https://sanctioned-suicide.net/threads/why-does-the-government-gate-keep-suicide-so-much-this-article-today-sodium-nitrite-will-now-be-banned-in-us-like-cmon-let-us-die-in-peace.171523/,1K,39,"Jul 9, 2024",['Venting']
"Amitriptyline, Digoxin & Benzos have arrived!",https://sanctioned-suicide.net/threads/amitriptyline-digoxin-benzos-have-arrived.158593/,661,8,"Apr 2, 2024",['Method']
I know I‘m sick.. Asking questions,https://sanctioned-suicide.net/threads/i-know-im-sick-asking-questions.171561/,373,7,"Jul 10, 2024",['none']
Best knots and rope for full suspension,https://sanctioned-suicide.net/threads/best-knots-and-rope-for-full-suspension.169923/,254,1,"Jun 25, 2024",['none']
SN sources?,https://sanctioned-suicide.net/threads/sn-sources.170128/,491,13,"Jun 27, 2024",['Help']
Why is your method SN?,https://sanctioned-suicide.net/threads/why-is-your-method-sn.171669/,273,14,"Jul 11, 2024",['Discussion']
For those of you with chronic health issues,https://sanctioned-suicide.net/threads/for-those-of-you-with-chronic-health-issues.170855/,405,7,"Jul 3, 2024",['Venting']
Hating everything currently,https://sanctioned-suicide.net/threads/hating-everything-currently.171671/,74,0,"Jul 11, 2024",['Venting']
Alternatives to gun,https://sanctioned-suicide.net/threads/alternatives-to-gun.171667/,168,3,"Jul 11, 2024",['none']
Buying a gun in the midwest (USA) / Looking for my state's gun laws,https://sanctioned-suicide.net/threads/buying-a-gun-in-the-midwest-usa-looking-for-my-states-gun-laws.171664/,145,3,"Jul 10, 2024",['Help']
partial hanging videos,https://sanctioned-suicide.net/threads/partial-hanging-videos.165468/,555,2,"May 19, 2024",['Help']
How do you go about looking for a reliable SN source?,https://sanctioned-suicide.net/threads/how-do-you-go-about-looking-for-a-reliable-sn-source.171662/,187,4,"Jul 10, 2024",['Help']
About ordering SN from a Polish source (Australia),https://sanctioned-suicide.net/threads/about-ordering-sn-from-a-polish-source-australia.162269/,744,6,"Apr 27, 2024",['none']
SN source swap? (my friend doxxed me to the site),https://sanctioned-suicide.net/threads/sn-source-swap-my-friend-doxxed-me-to-the-site.170385/,441,7,"Jun 30, 2024",['Discussion']
I really admire those who have managed to finally do it,https://sanctioned-suicide.net/threads/i-really-admire-those-who-have-managed-to-finally-do-it.171559/,321,8,"Jul 10, 2024",['none']
Any ideas on what I should eat if I’m starving myself and don’t want to gain too much calories?,https://sanctioned-suicide.net/threads/any-ideas-on-what-i-should-eat-if-im-starving-myself-and-dont-want-to-gain-too-much-calories.171642/,200,7,"Jul 10, 2024",['Help']
Questions for people who don't believe in God/ think life is meaningless,https://sanctioned-suicide.net/threads/questions-for-people-who-dont-believe-in-god-think-life-is-meaningless.168263/,1K,58,"Jun 11, 2024",['none']
,https://sanctioned-suicide.net/threads/empty-empty-empty-empty.171549/,,,,['none']
,https://sanctioned-suicide.net/threads/loss.171521/,,,,['none']
,https://sanctioned-suicide.net/threads/fentanyl-carfentanil-and-xanax.171655/,,,,['none']
,https://sanctioned-suicide.net/threads/im-burning-out-and-its-taking-a-toll.171653/,,,,['']
,https://sanctioned-suicide.net/threads/jumping-tips-please.171486/,,,,['']
,https://sanctioned-suicide.net/threads/even-with-everything-i-am-nothing.171650/,,,,['none']
,https://sanctioned-suicide.net/threads/desperate-hrt.171508/,,,,['']
,https://sanctioned-suicide.net/threads/scared-to-live.171640/,,,,['none']
,https://sanctioned-suicide.net/threads/night-night-method.171649/,,,,['none']
,https://sanctioned-suicide.net/threads/another-anchor-severed.171185/,,,,['none']
,https://sanctioned-suicide.net/threads/what-would-you-do-in-this-situation.171641/,,,,['none']
,https://sanctioned-suicide.net/threads/goodbye-thread-goodbye-notes-written.171633/,,,,['none']
,https://sanctioned-suicide.net/threads/i-wish-i-new-how-to-die-peaceful-i-wish-i-had-access-to-it.171636/,,,,['none']
,https://sanctioned-suicide.net/threads/have-you-ever-met-w-someone-on-here.171639/,171,4,"Jul 10, 2024",['Discussion']
Do the near death experiences scare you? Heaven / Hell,https://sanctioned-suicide.net/threads/do-the-near-death-experiences-scare-you-heaven-hell.169914/,985,34,"Jun 25, 2024",['Discussion']
Damn jobs,https://sanctioned-suicide.net/threads/damn-jobs.171628/,128,1,"Jul 10, 2024",['Venting']
Got my alcohol to ctb later,https://sanctioned-suicide.net/threads/got-my-alcohol-to-ctb-later.171578/,274,13,"Jul 10, 2024",['none']
[SUCCESS] Acquired the holy grail antiemetic (metoclopramide) in Canada legitimately,https://sanctioned-suicide.net/threads/success-acquired-the-holy-grail-antiemetic-metoclopramide-in-canada-legitimately.168783/,996,18,"Jun 15, 2024",['Story']
Need help for SN in Europe,https://sanctioned-suicide.net/threads/need-help-for-sn-in-europe.170930/,452,12,"Jul 4, 2024",['Help']
Would you take the chance in this situation?,https://sanctioned-suicide.net/threads/would-you-take-the-chance-in-this-situation.171630/,91,0,"Jul 10, 2024",['none']
High Speed Car Crash,https://sanctioned-suicide.net/threads/high-speed-car-crash.171536/,293,7,"Jul 10, 2024",['Help']
Lithium and Fentanyl - Interactions?,https://sanctioned-suicide.net/threads/lithium-and-fentanyl-interactions.171626/,74,0,"Jul 10, 2024",['Discussion']
i am tired,https://sanctioned-suicide.net/threads/i-am-tired.171609/,113,4,"Jul 10, 2024",['none']
Any advice on getting benzodiazepines,https://sanctioned-suicide.net/threads/any-advice-on-getting-benzodiazepines.171597/,129,3,"Jul 10, 2024",['Help']
Groupmates,https://sanctioned-suicide.net/threads/groupmates.171622/,110,0,"Jul 10, 2024",['none']
Overcoming the guilt of leaving ur family behind…,https://sanctioned-suicide.net/threads/overcoming-the-guilt-of-leaving-ur-family-behind.171557/,401,12,"Jul 10, 2024",['Venting']
WHY DID I STOP 18F,https://sanctioned-suicide.net/threads/why-did-i-stop-18f.171620/,218,1,"Jul 10, 2024",['none']
Not sure if SN is the right method any suggestions?,https://sanctioned-suicide.net/threads/not-sure-if-sn-is-the-right-method-any-suggestions.171589/,181,5,"Jul 10, 2024",['Method']
Overcoming Unnecessary SI,https://sanctioned-suicide.net/threads/overcoming-unnecessary-si.171606/,167,2,"Jul 10, 2024",['none']
SN and health complications,https://sanctioned-suicide.net/threads/sn-and-health-complications.170237/,195,2,"Jun 28, 2024",['Help']
Crashing into a tree,https://sanctioned-suicide.net/threads/crashing-into-a-tree.171617/,150,1,"Jul 10, 2024",['Method']
Assisted SU for Chronic Depression in Switzerland?,https://sanctioned-suicide.net/threads/assisted-su-for-chronic-depression-in-switzerland.171615/,109,1,"Jul 10, 2024",['Discussion']
Are six floors enough?,https://sanctioned-suicide.net/threads/are-six-floors-enough.171618/,98,1,"Jul 10, 2024",['none']
Suicide in hot water bathtub by cutting,https://sanctioned-suicide.net/threads/suicide-in-hot-water-bathtub-by-cutting.171600/,153,4,"Jul 10, 2024",['none']
You cannot be an organ donor if you CTB,https://sanctioned-suicide.net/threads/you-cannot-be-an-organ-donor-if-you-ctb.171348/,475,15,"Jul 8, 2024",['none']
Where should you inject euthanasia for dogs and how much of it should you use?,https://sanctioned-suicide.net/threads/where-should-you-inject-euthanasia-for-dogs-and-how-much-of-it-should-you-use.171599/,210,4,"Jul 10, 2024",['none']
CTB with shallow water blackout in bathtub,https://sanctioned-suicide.net/threads/ctb-with-shallow-water-blackout-in-bathtub.171611/,104,0,"Jul 10, 2024",['Help']
LIFE IS SUNSHINE AND RAINBOWS 🌈,https://sanctioned-suicide.net/threads/life-is-sunshine-and-rainbows.171574/,334,15,"Jul 10, 2024",['Venting']
I was hit by a homophobic person,https://sanctioned-suicide.net/threads/i-was-hit-by-a-homophobic-person.171587/,205,5,"Jul 10, 2024",['Venting']
suicide methods?,https://sanctioned-suicide.net/threads/suicide-methods.171418/,311,6,"Jul 8, 2024",['none']
My SN has finally arrived!,https://sanctioned-suicide.net/threads/my-sn-has-finally-arrived.171591/,258,5,"Jul 10, 2024",['Story']
fasting before sn drink,https://sanctioned-suicide.net/threads/fasting-before-sn-drink.171595/,130,2,"Jul 10, 2024",['Method']
Bothched my life,https://sanctioned-suicide.net/threads/bothched-my-life.171593/,179,5,"Jul 10, 2024",['Story']
my sister told me she wished i died,https://sanctioned-suicide.net/threads/my-sister-told-me-she-wished-i-died.171598/,126,2,"Jul 10, 2024",['Venting']
How do you explain in suicide note?,https://sanctioned-suicide.net/threads/how-do-you-explain-in-suicide-note.171393/,474,9,"Jul 8, 2024",['Help']
(UNIQUE METHOD) Will this CTB by Oleander leaf work?,https://sanctioned-suicide.net/threads/unique-method-will-this-ctb-by-oleander-leaf-work.162015/,656,13,"Apr 25, 2024",['Help']
Self Harm,https://sanctioned-suicide.net/threads/self-harm.171357/,364,21,"Jul 8, 2024",['Help']
Nicotine/vape juice as a method of suicide (potentially quite reliable given cheapness?),https://sanctioned-suicide.net/threads/nicotine-vape-juice-as-a-method-of-suicide-potentially-quite-reliable-given-cheapness.171047/,976,12,"Jul 5, 2024",['Method']
I wish there was an easy way to kill myself,https://sanctioned-suicide.net/threads/i-wish-there-was-an-easy-way-to-kill-myself.171586/,253,9,"Jul 10, 2024",['Venting']
Can I use a syringe instead of a pipette for the nitrite test for sn?,https://sanctioned-suicide.net/threads/can-i-use-a-syringe-instead-of-a-pipette-for-the-nitrite-test-for-sn.171318/,134,4,"Jul 8, 2024",['none']
,https://sanctioned-suicide.net/threads/co-with-power-generator.170621/,,,,['']
,https://sanctioned-suicide.net/threads/my-plan-with-sn.167738/,,,,['none']
,https://sanctioned-suicide.net/threads/fate-is-playing-with-me.171573/,,,,['']
,https://sanctioned-suicide.net/threads/my-method-is-too-gruesome-should-i-find-other-methods-or-just-keep-it.171438/,,,,['']
,https://sanctioned-suicide.net/threads/it-is-so-peaceful-here.171571/,,,,['none']
,https://sanctioned-suicide.net/threads/realism-of-ctb-method.171570/,,,,['']
,https://sanctioned-suicide.net/threads/my-ctb-by-co-process.169665/,,,,['']
,https://sanctioned-suicide.net/threads/do-you-guys-listen-to-uicideboy.171547/,,,,['none']
,https://sanctioned-suicide.net/threads/whats-your-vision-of-a-soul.170956/,,,,['none']
,https://sanctioned-suicide.net/threads/laxative-overdose-is-painful-but-this-is-how-i-will-die-by-suicide.169981/,,,,['none']
,https://sanctioned-suicide.net/threads/what-was-the-first-thing-that-put-you-on-the-ctb-path.171558/,,,,['none']
