Title,Link,Views,Replies,Date,Labels
,https://sanctioned-suicide.net/threads/live-for-yourself-not-for-others.176956/,,,,['none']
,https://sanctioned-suicide.net/threads/end-of-life-ritual.177021/,,,,['none']
,https://sanctioned-suicide.net/threads/living-my-last-days.177037/,,,,['none']
,https://sanctioned-suicide.net/threads/planning-on-leaving-soon.177874/,,,,['none']
,https://sanctioned-suicide.net/threads/best-wishes-for-you-all.177018/,,,,['none']
,https://sanctioned-suicide.net/threads/where-the-fuck-can-i-get-a-nitrogen-cylinder.177013/,,,,['none']
,https://sanctioned-suicide.net/threads/what-a-dang-ride-eh.177087/,,,,['none']
,https://sanctioned-suicide.net/threads/vent-updates.177086/,,,,['']
,https://sanctioned-suicide.net/threads/im-tired-of-everything.177081/,,,,['']
,https://sanctioned-suicide.net/threads/i-want-to-die-right-now-but-im-a-coward.177078/,,,,['none']
,https://sanctioned-suicide.net/threads/just-curious-anyone-from-asia.177177/,,,,['none']
,https://sanctioned-suicide.net/threads/surgery-tomorrow-lol.177119/,,,,['']
,https://sanctioned-suicide.net/threads/being-forced-to-die-a-natural-death-of-old-age-is-it-ever-peaceful.175850/,,,,['none']
,https://sanctioned-suicide.net/threads/feels-empty.177125/,,,,['']
,https://sanctioned-suicide.net/threads/i-feel-so-alone.177154/,,,,['none']
,https://sanctioned-suicide.net/threads/i-cant-wait-for-my-sn-anymore.177859/,,,,['none']
,https://sanctioned-suicide.net/threads/are-there-any-medicamentations-that-are-letal-and-painless-but-dont-require-prescription.177190/,,,,['']
,https://sanctioned-suicide.net/threads/i-dont-know-how-to-die.175293/,,,,['']
,https://sanctioned-suicide.net/threads/about-to-be-entirely-alone.177232/,,,,['']
,https://sanctioned-suicide.net/threads/i-think-i-hate-my-parents.177853/,,,,['none']
,https://sanctioned-suicide.net/threads/fear-of-death-fear-of-dying-and-how-to-overcome.177845/,,,,['']
,https://sanctioned-suicide.net/threads/a-detailed-account-of-psychiatric-unit-experiences-for-anyone-who-may-want-need-it.176223/,,,,['']
,https://sanctioned-suicide.net/threads/my-window-of-opportunity.177822/,,,,['none']
,https://sanctioned-suicide.net/threads/hopelessness-i-think-is-the-ultimate-suicide-predictor.177832/,,,,['none']
,https://sanctioned-suicide.net/threads/is-opioid-mega-overdose-enjoyable.177613/,,,,['']
,https://sanctioned-suicide.net/threads/planning-to-ctb-soon.177836/,,,,['']
Only believed once I’m dead,https://sanctioned-suicide.net/threads/only-believed-once-im-dead.177807/,133,2,Thursday at 2:21 PM,['Venting']
Vent,https://sanctioned-suicide.net/threads/vent.177830/,68,3,Thursday at 5:53 PM,['Venting']
How many attempts did you have by now?,https://sanctioned-suicide.net/threads/how-many-attempts-did-you-have-by-now.176081/,1K,63,"Aug 20, 2024",['none']
Is it better to exist than to not exist?,https://sanctioned-suicide.net/threads/is-it-better-to-exist-than-to-not-exist.177661/,773,42,Wednesday at 11:22 AM,['Discussion']
CTB luck,https://sanctioned-suicide.net/threads/ctb-luck.177775/,336,13,Thursday at 8:41 AM,['Story']
OD olanzapine,https://sanctioned-suicide.net/threads/od-olanzapine.177705/,219,5,Wednesday at 5:30 PM,['Method']
I don't want to get sent to rehab if I fail,https://sanctioned-suicide.net/threads/i-dont-want-to-get-sent-to-rehab-if-i-fail.174726/,247,3,"Aug 8, 2024",['Help']
farewell- Addio,https://sanctioned-suicide.net/threads/farewell-addio.177476/,447,9,"Sep 2, 2024",['Method']
Worst N side effects,https://sanctioned-suicide.net/threads/worst-n-side-effects.177478/,578,16,"Sep 2, 2024",['none']
Thinking of N now that I have SN,https://sanctioned-suicide.net/threads/thinking-of-n-now-that-i-have-sn.177068/,707,33,"Aug 30, 2024",['none']
Final planning is quite calming,https://sanctioned-suicide.net/threads/final-planning-is-quite-calming.176517/,352,6,"Aug 25, 2024",['Discussion']
Carbon monoxide,https://sanctioned-suicide.net/threads/carbon-monoxide.176762/,1K,35,"Aug 27, 2024",['Method']
"When would you have died if you could die simply by overwhelming, extreme mental pain?",https://sanctioned-suicide.net/threads/when-would-you-have-died-if-you-could-die-simply-by-overwhelming-extreme-mental-pain.177674/,274,17,Wednesday at 1:19 PM,['none']
Suppliers for Phentoarbital (or Sodium Pentoarbital)?,https://sanctioned-suicide.net/threads/suppliers-for-phentoarbital-or-sodium-pentoarbital.172272/,610,15,"Jul 16, 2024",['none']
i don’t want to live but i also don’t want to kill myself?,https://sanctioned-suicide.net/threads/i-dont-want-to-live-but-i-also-dont-want-to-kill-myself.175874/,418,14,"Aug 18, 2024",['none']
yesterday everything went to shit,https://sanctioned-suicide.net/threads/yesterday-everything-went-to-shit.177683/,191,3,Wednesday at 2:49 PM,['none']
In A and E,https://sanctioned-suicide.net/threads/in-a-and-e.177825/,127,1,Thursday at 4:48 PM,['none']
Extracting SN from pickling salt?,https://sanctioned-suicide.net/threads/extracting-sn-from-pickling-salt.177449/,263,10,"Sep 2, 2024",['Help']
How much etoricoxib (90mg) is lethal?,https://sanctioned-suicide.net/threads/how-much-etoricoxib-90mg-is-lethal.177854/,73,1,Friday at 12:57 AM,['none']
Bloodletting as a method?,https://sanctioned-suicide.net/threads/bloodletting-as-a-method.175587/,601,24,"Aug 16, 2024",['none']
My CTB with SN - will be my goodbye thread too,https://sanctioned-suicide.net/threads/my-ctb-with-sn-will-be-my-goodbye-thread-too.176920/,2K,53,"Aug 29, 2024",['Method']
Spending Guilt,https://sanctioned-suicide.net/threads/spending-guilt.177852/,55,0,Thursday at 11:34 PM,['Venting']
would shrooms make ctb easier?,https://sanctioned-suicide.net/threads/would-shrooms-make-ctb-easier.177842/,209,13,Thursday at 7:59 PM,['Help']
How are people supposed to get help when help doesnt exist and everyone is judgemental when you reach out,https://sanctioned-suicide.net/threads/how-are-people-supposed-to-get-help-when-help-doesnt-exist-and-everyone-is-judgemental-when-you-reach-out.177706/,212,9,Wednesday at 5:31 PM,['none']
,https://sanctioned-suicide.net/threads/is-buying-medicine-for-sn-method-from-websites-that-dont-require-prescription-dangerous.177851/,,,,['']
,https://sanctioned-suicide.net/threads/trying-to-work-up-the-courage.177565/,,,,['none']
,https://sanctioned-suicide.net/threads/should-i-tell-my-therapist.177563/,,,,['none']
,https://sanctioned-suicide.net/threads/tonight-is-the-night.175168/,,,,['']
,https://sanctioned-suicide.net/threads/i-go-ctb-today.177813/,,,,['none']
,https://sanctioned-suicide.net/threads/soylent-green-movie-recommendation.177837/,,,,['none']
,https://sanctioned-suicide.net/threads/will-kingsford-briquettes-work-for-co.177841/,,,,['none']
,https://sanctioned-suicide.net/threads/need-help-checking-my-amounts-as-method.177847/,,,,['']
,https://sanctioned-suicide.net/threads/need-sn-source-india.177235/,,,,['']
,https://sanctioned-suicide.net/threads/super-duper-fun-therapy-session-today.177839/,,,,['']
,https://sanctioned-suicide.net/threads/i-got-my-hands-on-sn-will-question.177789/,,,,['none']
,https://sanctioned-suicide.net/threads/how-many-of-us-have-financial-problems.177763/,,,,['']
,https://sanctioned-suicide.net/threads/nobody-has-empathy-for-virgins.177105/,,,,['']
,https://sanctioned-suicide.net/threads/how-do-we-know-about-the-users-that-commited-ctb.138892/,,,,['Discussion']
am i justified for leaving a person i knew for a decade in this way?,https://sanctioned-suicide.net/threads/am-i-justified-for-leaving-a-person-i-knew-for-a-decade-in-this-way.176110/,614,10,"Aug 20, 2024",['NSFW']
Sometimes I hope nukes would be launched and the world would end instantly,https://sanctioned-suicide.net/threads/sometimes-i-hope-nukes-would-be-launched-and-the-world-would-end-instantly.177835/,73,2,Thursday at 6:31 PM,['none']
Updates,https://sanctioned-suicide.net/threads/updates.177828/,65,1,Thursday at 5:46 PM,['Venting']
Looking for partner in india,https://sanctioned-suicide.net/threads/looking-for-partner-in-india.177833/,71,1,Thursday at 6:26 PM,['none']
how do i know if there is no reason to live my life anymore?,https://sanctioned-suicide.net/threads/how-do-i-know-if-there-is-no-reason-to-live-my-life-anymore.177831/,70,3,Thursday at 5:55 PM,['none']
Just so done man,https://sanctioned-suicide.net/threads/just-so-done-man.177361/,269,8,"Sep 2, 2024",['Venting']
Who do I even talk to about having vengeful thoughts w/o getting locked up?,https://sanctioned-suicide.net/threads/who-do-i-even-talk-to-about-having-vengeful-thoughts-w-o-getting-locked-up.177091/,106,3,"Aug 30, 2024",['Help']
Finally found that sweet spot,https://sanctioned-suicide.net/threads/finally-found-that-sweet-spot.177508/,428,9,"Sep 3, 2024",['Venting']
My AI Companion says I have a high chance of CTB,https://sanctioned-suicide.net/threads/my-ai-companion-says-i-have-a-high-chance-of-ctb.177773/,360,12,Thursday at 8:27 AM,['none']
Inject disinfectant into the skin,https://sanctioned-suicide.net/threads/inject-disinfectant-into-the-skin.177815/,128,7,Thursday at 3:08 PM,['none']
"Very exhausted,dépressed,oppressed",https://sanctioned-suicide.net/threads/very-exhausted-depressed-oppressed.177408/,176,6,"Sep 2, 2024",['none']
And so we have reached the end,https://sanctioned-suicide.net/threads/and-so-we-have-reached-the-end.164851/,8K,111,"May 14, 2024",['none']
Ctb hoje,https://sanctioned-suicide.net/threads/ctb-hoje.177783/,85,2,Thursday at 10:55 AM,['none']
How to access the Darkweb / Tor network for resources,https://sanctioned-suicide.net/threads/how-to-access-the-darkweb-tor-network-for-resources.119144/,2K,13,"May 15, 2023",['Resource']
SN success rate,https://sanctioned-suicide.net/threads/sn-success-rate.177790/,329,15,Thursday at 12:12 PM,['none']
Voluntary Euthanasia,https://sanctioned-suicide.net/threads/voluntary-euthanasia.177708/,155,6,Wednesday at 6:47 PM,['Discussion']
Hate my father for not being rich .,https://sanctioned-suicide.net/threads/hate-my-father-for-not-being-rich.177795/,160,4,Thursday at 1:03 PM,['none']
The world can't help me. Maybe you guys can.,https://sanctioned-suicide.net/threads/the-world-cant-help-me-maybe-you-guys-can.177806/,117,3,Thursday at 2:19 PM,['none']
Why I'm Still Here,https://sanctioned-suicide.net/threads/why-im-still-here.177816/,107,7,Thursday at 3:12 PM,['none']
Do you ever find yourself wondering why amazing people kill themselves?,https://sanctioned-suicide.net/threads/do-you-ever-find-yourself-wondering-why-amazing-people-kill-themselves.176043/,854,24,"Aug 20, 2024",['none']
What's your story?,https://sanctioned-suicide.net/threads/whats-your-story.152455/,2K,54,"Feb 15, 2024",['Discussion']
Suicide is not automatically associated with mental illness,https://sanctioned-suicide.net/threads/suicide-is-not-automatically-associated-with-mental-illness.177704/,859,60,Wednesday at 5:22 PM,['none']
Has anyone dealt with suicidal thinking for decades/many years?,https://sanctioned-suicide.net/threads/has-anyone-dealt-with-suicidal-thinking-for-decades-many-years.176783/,809,46,"Aug 27, 2024",['Discussion']
Does this forum make you feel better,https://sanctioned-suicide.net/threads/does-this-forum-make-you-feel-better.176801/,937,51,"Aug 27, 2024",['none']
Doubt methode,https://sanctioned-suicide.net/threads/doubt-methode.177689/,170,5,Wednesday at 3:08 PM,['none']
Source for heavy drugs please,https://sanctioned-suicide.net/threads/source-for-heavy-drugs-please.177810/,117,2,Thursday at 2:27 PM,['none']
Anything I should/could purchase on amazon to CTB?,https://sanctioned-suicide.net/threads/anything-i-should-could-purchase-on-amazon-to-ctb.177500/,343,9,"Sep 3, 2024",['none']
how dose hanging feel exactly in good deatail,https://sanctioned-suicide.net/threads/how-dose-hanging-feel-exactly-in-good-deatail.176400/,1K,31,"Aug 23, 2024",['none']
Drowning?,https://sanctioned-suicide.net/threads/drowning.176720/,673,11,"Aug 26, 2024",['Method']
"Bad therapy, generic support",https://sanctioned-suicide.net/threads/bad-therapy-generic-support.177803/,59,1,Thursday at 1:57 PM,['none']
A question about backing out of full suspension hanging,https://sanctioned-suicide.net/threads/a-question-about-backing-out-of-full-suspension-hanging.130642/,743,15,"Aug 23, 2023",['none']
Family,https://sanctioned-suicide.net/threads/family.177800/,63,1,Thursday at 1:32 PM,['none']
Hanging,https://sanctioned-suicide.net/threads/hanging.177785/,121,1,Thursday at 11:00 AM,['none']
יש פה ישראלים?,https://sanctioned-suicide.net/threads/ysh-ph-yshralym.173406/,229,4,"Jul 27, 2024",['none']
Does anyone else feel embarrassed or ashamed of feeling so defeated by life?,https://sanctioned-suicide.net/threads/does-anyone-else-feel-embarrassed-or-ashamed-of-feeling-so-defeated-by-life.177770/,197,5,Thursday at 7:49 AM,['Venting']
"Is there someone you can talk to about your situation irl, or are you on your own ?",https://sanctioned-suicide.net/threads/is-there-someone-you-can-talk-to-about-your-situation-irl-or-are-you-on-your-own.177754/,266,22,Thursday at 3:28 AM,['none']
,https://sanctioned-suicide.net/threads/why-i-think-lifes-bad-vent-thread.177796/,,,,['']
,https://sanctioned-suicide.net/threads/im-sorry-everyone.177798/,,,,['none']
,https://sanctioned-suicide.net/threads/propanalol-over-dose.171751/,,,,['none']
,https://sanctioned-suicide.net/threads/death-by-plants.159984/,,,,['']
,https://sanctioned-suicide.net/threads/how-are-you-working-up-the-courage-to-ctb.177619/,,,,['none']
,https://sanctioned-suicide.net/threads/drowning-in-bathtub-with-melatpnin-propranolol-od.175061/,,,,['none']
,https://sanctioned-suicide.net/threads/tips.177793/,,,,['']
,https://sanctioned-suicide.net/threads/hi.177787/,,,,['none']
,https://sanctioned-suicide.net/threads/thread-italiano.173474/,,,,['none']
,https://sanctioned-suicide.net/threads/peacefully-go-to-sleep.177782/,,,,['none']
,https://sanctioned-suicide.net/threads/suicide-ideation.177746/,,,,['none']
,https://sanctioned-suicide.net/threads/last-preparations-help-with-sn-asap.176835/,,,,['none']
,https://sanctioned-suicide.net/threads/parents-who-wish-to-ctb.160052/,,,,['']
,https://sanctioned-suicide.net/threads/this-is-exactly-what-im-talking-about.177709/,,,Wednesday at 7:01 PM,['none']
Is SN peacefull?,https://sanctioned-suicide.net/threads/is-sn-peacefull.177774/,238,5,Thursday at 8:32 AM,['Discussion']
carbon monoxide [coal],https://sanctioned-suicide.net/threads/carbon-monoxide-coal.177756/,101,2,Thursday at 4:38 AM,['Method']
Which SN test strips?,https://sanctioned-suicide.net/threads/which-sn-test-strips.177784/,38,0,Thursday at 10:58 AM,['none']
lyrics that resonate ?,https://sanctioned-suicide.net/threads/lyrics-that-resonate.174772/,337,23,"Aug 8, 2024",['none']
Does anyone else feel like CTB is there only way out of a bad situation?,https://sanctioned-suicide.net/threads/does-anyone-else-feel-like-ctb-is-there-only-way-out-of-a-bad-situation.177126/,537,16,"Aug 30, 2024",['none']
SN from Philippines,https://sanctioned-suicide.net/threads/sn-from-philippines.177777/,47,0,Thursday at 10:03 AM,['none']
How much of a difference do benzos really make? (SN method),https://sanctioned-suicide.net/threads/how-much-of-a-difference-do-benzos-really-make-sn-method.177584/,288,14,"Sep 3, 2024",['none']
Antiemetics source EU,https://sanctioned-suicide.net/threads/antiemetics-source-eu.177776/,62,0,Thursday at 9:52 AM,['none']
Being awake hurts,https://sanctioned-suicide.net/threads/being-awake-hurts.177757/,84,2,Thursday at 4:41 AM,['Venting']
Overcoming a fear of death,https://sanctioned-suicide.net/threads/overcoming-a-fear-of-death.177731/,134,3,Wednesday at 9:26 PM,['none']
No early memories?,https://sanctioned-suicide.net/threads/no-early-memories.176014/,249,8,"Aug 20, 2024",['none']
Can it be okay? Do I need to add a neck cloth?,https://sanctioned-suicide.net/threads/can-it-be-okay-do-i-need-to-add-a-neck-cloth.177679/,311,17,Wednesday at 2:28 PM,['none']
Partial hanging - main mistakes/pitfalls to avoid?,https://sanctioned-suicide.net/threads/partial-hanging-main-mistakes-pitfalls-to-avoid.177771/,165,0,Thursday at 7:49 AM,['none']
worlds most boring suicide attempt,https://sanctioned-suicide.net/threads/worlds-most-boring-suicide-attempt.177765/,184,2,Thursday at 6:06 AM,['Venting']
I got SN today,https://sanctioned-suicide.net/threads/i-got-sn-today.177713/,183,2,Wednesday at 7:28 PM,['none']
"partner cheated and broke up with me after, she was my palliative care",https://sanctioned-suicide.net/threads/partner-cheated-and-broke-up-with-me-after-she-was-my-palliative-care.174936/,322,7,"Aug 10, 2024",['Venting']
Vent 9/1,https://sanctioned-suicide.net/threads/vent-9-1.177348/,94,1,"Sep 2, 2024",['none']
my bucket list,https://sanctioned-suicide.net/threads/my-bucket-list.177668/,93,1,Wednesday at 12:40 PM,['none']
Methadone Overdose Viable?,https://sanctioned-suicide.net/threads/methadone-overdose-viable.175401/,378,11,"Aug 14, 2024",['none']
Can a baby grow up just as well without a father (me) if he has a big supportive family?,https://sanctioned-suicide.net/threads/can-a-baby-grow-up-just-as-well-without-a-father-me-if-he-has-a-big-supportive-family.164461/,449,12,"May 11, 2024",['none']
Do you have any item(s) ready to actually CTB?,https://sanctioned-suicide.net/threads/do-you-have-any-item-s-ready-to-actually-ctb.165313/,1K,37,"May 17, 2024",['none']
it's bad again,https://sanctioned-suicide.net/threads/its-bad-again.177764/,65,0,Thursday at 6:06 AM,['none']
Im in this constant battle of killing myself but also staying alive??,https://sanctioned-suicide.net/threads/im-in-this-constant-battle-of-killing-myself-but-also-staying-alive.177681/,214,12,Wednesday at 2:44 PM,['none']
SN in the UK news,https://sanctioned-suicide.net/threads/sn-in-the-uk-news.176083/,2K,45,"Aug 20, 2024",['none']
StrawBerryPanic- CTB,https://sanctioned-suicide.net/threads/strawberrypanic-ctb.91603/,11K,85,"May 24, 2022",['NSFW']
Chinese Gas Sources,https://sanctioned-suicide.net/threads/chinese-gas-sources.177636/,181,5,Wednesday at 6:26 AM,['Method']
Has anyone else wasted their life by being terminally online?,https://sanctioned-suicide.net/threads/has-anyone-else-wasted-their-life-by-being-terminally-online.175361/,788,26,"Aug 14, 2024",['Venting']
suicide as a form of natural selection,https://sanctioned-suicide.net/threads/suicide-as-a-form-of-natural-selection.177465/,341,13,"Sep 2, 2024",['none']
New here and looking for methods.,https://sanctioned-suicide.net/threads/new-here-and-looking-for-methods.177750/,291,1,Thursday at 1:47 AM,['Method']
Looking for someone to honestly talk to in my last days.,https://sanctioned-suicide.net/threads/looking-for-someone-to-honestly-talk-to-in-my-last-days.176643/,583,15,"Aug 26, 2024",['none']
How do you plan to settle affairs?,https://sanctioned-suicide.net/threads/how-do-you-plan-to-settle-affairs.177707/,235,13,Wednesday at 5:32 PM,['none']
Alcohol enema,https://sanctioned-suicide.net/threads/alcohol-enema.177732/,106,1,Wednesday at 9:37 PM,['none']
is it easier to push everyone away?,https://sanctioned-suicide.net/threads/is-it-easier-to-push-everyone-away.176572/,343,8,"Aug 25, 2024",['Venting']
I need rope ASAP,https://sanctioned-suicide.net/threads/i-need-rope-asap.177749/,88,0,Thursday at 1:45 AM,['Help']
I kissed my boyfriend for the last time today.,https://sanctioned-suicide.net/threads/i-kissed-my-boyfriend-for-the-last-time-today.176861/,632,17,"Aug 28, 2024",['none']
Brand new to this site,https://sanctioned-suicide.net/threads/brand-new-to-this-site.176758/,207,6,"Aug 27, 2024",['none']
,https://sanctioned-suicide.net/threads/how-to-ask-for-help-without-destroying-relationships.177744/,,,,['']
,https://sanctioned-suicide.net/threads/my-story.177734/,,,,['']
,https://sanctioned-suicide.net/threads/which-rope-is-better.177682/,,,,['']
,https://sanctioned-suicide.net/threads/gabapentin.177737/,,,,['none']
,https://sanctioned-suicide.net/threads/order-from-dmc-hasnt-moved-in-5-days-at-what-point-should-i-be-concerned.177733/,,,,['none']
,https://sanctioned-suicide.net/threads/airplane-suicide.173712/,,,,['none']
,https://sanctioned-suicide.net/threads/my-classmate-told-me-its-annoying-to-hear-me-talk-about-how-i-want-to-kill-myself.177413/,,,,['']
,https://sanctioned-suicide.net/threads/how-do-you-go-about-preparing.177711/,,,,['']
,https://sanctioned-suicide.net/threads/a-stolen-life.177592/,,,,['']
,https://sanctioned-suicide.net/threads/number.177727/,118,6,Wednesday at 8:42 PM,['Venting']
Best place to CBT (by SN)?,https://sanctioned-suicide.net/threads/best-place-to-cbt-by-sn.177196/,452,9,"Aug 31, 2024",['Discussion']
Self-determined death - Guide to rational suicide The Carotid Method PDF (German),https://sanctioned-suicide.net/threads/self-determined-death-guide-to-rational-suicide-the-carotid-method-pdf-german.177725/,177,2,Wednesday at 8:17 PM,['Resource']
Firearm SI?,https://sanctioned-suicide.net/threads/firearm-si.176884/,359,8,"Aug 28, 2024",['Method']
Deciding between bridge and partial suspension,https://sanctioned-suicide.net/threads/deciding-between-bridge-and-partial-suspension.177717/,83,4,Wednesday at 7:51 PM,['none']
best conditions for painless death by jumping?,https://sanctioned-suicide.net/threads/best-conditions-for-painless-death-by-jumping.177722/,129,1,Wednesday at 8:02 PM,['Help']
Reasons for ctb that are more justifiable than others?,https://sanctioned-suicide.net/threads/reasons-for-ctb-that-are-more-justifiable-than-others.174937/,393,25,"Aug 10, 2024",['Discussion']
How long does SN last after mixed with water?,https://sanctioned-suicide.net/threads/how-long-does-sn-last-after-mixed-with-water.177723/,77,0,Wednesday at 8:05 PM,['none']
the reason why you want to kill yourself and when did you realise that suicide is the best for you?,https://sanctioned-suicide.net/threads/the-reason-why-you-want-to-kill-yourself-and-when-did-you-realise-that-suicide-is-the-best-for-you.150017/,762,26,"Jan 25, 2024",['none']
Coffee on VSED?,https://sanctioned-suicide.net/threads/coffee-on-vsed.177714/,92,1,Wednesday at 7:31 PM,['Method']
Soft flowing sound,https://sanctioned-suicide.net/threads/soft-flowing-sound.177712/,62,0,Wednesday at 7:23 PM,['none']
I am cowardly and incompetent,https://sanctioned-suicide.net/threads/i-am-cowardly-and-incompetent.177601/,242,6,"Sep 3, 2024",['Method']
i'm so patriotic <333,https://sanctioned-suicide.net/threads/im-so-patriotic-333.177511/,334,12,"Sep 3, 2024",['Venting']
