Title,Link,Views,Replies,Date,Labels
My SN finally arrived,https://sanctioned-suicide.net/threads/my-sn-finally-arrived.175806/,724,19,"Aug 18, 2024",['Method']
Hi... I just want vent about my likely CTB (I speak Spanish),https://sanctioned-suicide.net/threads/hi-i-just-want-vent-about-my-likely-ctb-i-speak-spanish.158573/,404,4,"Apr 2, 2024",['Venting']
sn arrived,https://sanctioned-suicide.net/threads/sn-arrived.177065/,233,10,"Aug 30, 2024",['none']
I hate my birthday,https://sanctioned-suicide.net/threads/i-hate-my-birthday.178359/,72,4,"Sep 10, 2024 at 10:22 AM",['none']
DMC packaging,https://sanctioned-suicide.net/threads/dmc-packaging.177089/,320,7,"Aug 30, 2024",['none']
Questions about getting a PO box for SN,https://sanctioned-suicide.net/threads/questions-about-getting-a-po-box-for-sn.175988/,242,4,"Aug 19, 2024",['none']
Can't live Can't die,https://sanctioned-suicide.net/threads/cant-live-cant-die.178395/,62,2,"Sep 10, 2024 at 7:42 PM",['Venting']
Buying SN + Antiemetics in USA,https://sanctioned-suicide.net/threads/buying-sn-antiemetics-in-usa.175655/,856,32,"Aug 16, 2024",['none']
How many times have you pictured yourself committing the act?,https://sanctioned-suicide.net/threads/how-many-times-have-you-pictured-yourself-committing-the-act.178269/,122,8,"Sep 09, 2024 at 2:11 PM",['none']
"I've just placed my order with DMC, and I could really use some reassurance.",https://sanctioned-suicide.net/threads/ive-just-placed-my-order-with-dmc-and-i-could-really-use-some-reassurance.177497/,1K,40,"Sep 3, 2024",['Discussion']
SWB Method,https://sanctioned-suicide.net/threads/swb-method.177598/,199,6,"Sep 3, 2024",['none']
How do I ask around for SN without being suspicious?,https://sanctioned-suicide.net/threads/how-do-i-ask-around-for-sn-without-being-suspicious.177975/,387,11,Saturday at 3:00 AM,['Discussion']
"Lasik destroyed my eyes, in constant pain and bound to my apartment",https://sanctioned-suicide.net/threads/lasik-destroyed-my-eyes-in-constant-pain-and-bound-to-my-apartment.169968/,2K,37,"Jun 26, 2024",['Venting']
Actually just placed an order from DMC,https://sanctioned-suicide.net/threads/actually-just-placed-an-order-from-dmc.177579/,751,20,"Sep 3, 2024",['none']
Is dmc legit?,https://sanctioned-suicide.net/threads/is-dmc-legit.170447/,1K,26,"Jun 30, 2024",['none']
Stupid decision-Waiting to see what comes of it,https://sanctioned-suicide.net/threads/stupid-decision-waiting-to-see-what-comes-of-it.173585/,17K,286,"Jul 28, 2024",['Venting']
No matter the circumstance I’ll always be suicidal,https://sanctioned-suicide.net/threads/no-matter-the-circumstance-ill-always-be-suicidal.178380/,100,6,"Sep 10, 2024 at 3:13 PM",['Venting']
It's taken me decades to accept that I was supposed to fail at life. My life was never meant to be good.,https://sanctioned-suicide.net/threads/its-taken-me-decades-to-accept-that-i-was-supposed-to-fail-at-life-my-life-was-never-meant-to-be-good.178394/,23,0,"Sep 10, 2024 at 7:39 PM",['Venting']
Does DMC still sell SN without any problems ?,https://sanctioned-suicide.net/threads/does-dmc-still-sell-sn-without-any-problems.174612/,162,2,"Aug 7, 2024",['Help']
I think doctors put me on SSRIs too young,https://sanctioned-suicide.net/threads/i-think-doctors-put-me-on-ssris-too-young.178271/,116,6,"Sep 09, 2024 at 2:38 PM",['Venting']
Human fail,https://sanctioned-suicide.net/threads/human-fail.178254/,165,3,"Sep 09, 2024 at 12:15 PM",['Venting']
ALONE,https://sanctioned-suicide.net/threads/alone.176628/,102,1,"Aug 26, 2024",['Story']
What would you tell someone that is going through the same thing you are?,https://sanctioned-suicide.net/threads/what-would-you-tell-someone-that-is-going-through-the-same-thing-you-are.178391/,90,8,"Sep 10, 2024 at 6:12 PM",['none']
Swb Method query,https://sanctioned-suicide.net/threads/swb-method-query.174191/,265,7,"Aug 3, 2024",['none']
CBT attempt tonight with SN,https://sanctioned-suicide.net/threads/cbt-attempt-tonight-with-sn.178158/,2K,61,Sunday at 6:44 PM,['none']
Pierce jugular vein?,https://sanctioned-suicide.net/threads/pierce-jugular-vein.178390/,76,3,"Sep 10, 2024 at 6:02 PM",['none']
picked my method,https://sanctioned-suicide.net/threads/picked-my-method.178393/,49,0,"Sep 10, 2024 at 6:43 PM",['Venting']
Partial hanging failure reasons (let's discuss),https://sanctioned-suicide.net/threads/partial-hanging-failure-reasons-lets-discuss.178248/,148,3,"Sep 09, 2024 at 11:47 AM",['none']
Testing N and EC lab,https://sanctioned-suicide.net/threads/testing-n-and-ec-lab.177377/,225,6,"Sep 2, 2024",['none']
Do you guys think that suicide should be legal as a choice?,https://sanctioned-suicide.net/threads/do-you-guys-think-that-suicide-should-be-legal-as-a-choice.178302/,305,17,"Sep 09, 2024 at 6:38 PM",['Discussion']
Self Immolation,https://sanctioned-suicide.net/threads/self-immolation.154616/,1K,32,"Mar 4, 2024",['none']
Why haven't my methods with hanging worked?,https://sanctioned-suicide.net/threads/why-havent-my-methods-with-hanging-worked.178388/,74,1,"Sep 10, 2024 at 5:04 PM",['Help']
,https://sanctioned-suicide.net/threads/would-it-be-too-stupid-to-order-drugs-from-the-surface-web.178227/,,,,['']
,https://sanctioned-suicide.net/threads/evil-bitch.175939/,,,,['none']
,https://sanctioned-suicide.net/threads/best-country-to-find-n.176123/,,,,['none']
,https://sanctioned-suicide.net/threads/would-your-siblings-care-if-you-ctb.178072/,,,,['none']
,https://sanctioned-suicide.net/threads/looking-for-a-trusted-member-willing-to-watch-me-drink-halatal-on-camera-to-make-sure-all-goes-well-and-call-for-help-if-needed.178366/,,,,['']
,https://sanctioned-suicide.net/threads/n-in-peru-need-help.174923/,,,,['none']
,https://sanctioned-suicide.net/threads/is-cutting-really-a-no-go.178385/,,,,['none']
,https://sanctioned-suicide.net/threads/brasil.176688/,,,,['none']
,https://sanctioned-suicide.net/threads/envious-of-those-who-dont-have-loving-family.177531/,,,,['none']
,https://sanctioned-suicide.net/threads/dmc-source.177094/,,,,['none']
,https://sanctioned-suicide.net/threads/carbon-monoxide-megathread.2053/,,,,['']
,https://sanctioned-suicide.net/threads/anyone-willing-to-share-an-sn-source-please.177605/,,,,['none']
,https://sanctioned-suicide.net/threads/i-want-to-ctb-because-of-facebook-suspending-my-accounts.176464/,,,,['none']
,https://sanctioned-suicide.net/threads/goodbye.178240/,,,,['none']
,https://sanctioned-suicide.net/threads/evelyns-complete-guide-on-how-to-hang-yourself-with-both-partial-and-full-suspension-hanging.175612/,,,,['']
,https://sanctioned-suicide.net/threads/general-thread-for-my-vents-about-wanting-to-die.172577/,,,,['']
,https://sanctioned-suicide.net/threads/british-couple-want-to-have-double-suicide-in-switzerland-using-the-sarco-nitrogen-pod.178033/,,,,['none']
,https://sanctioned-suicide.net/threads/need-help-with-a-valium-site.178387/,,,,['none']
,https://sanctioned-suicide.net/threads/ive-never-been-good-at-goodbyes-so-im-sorry-if-this-one-isnt-the-best.178069/,,,,['none']
,https://sanctioned-suicide.net/threads/sn-absorption-through-mucous-membrane.178382/,,,,['none']
GHB,https://sanctioned-suicide.net/threads/ghb.178384/,35,0,"Sep 10, 2024 at 4:23 PM",['none']
sn stuck at post office,https://sanctioned-suicide.net/threads/sn-stuck-at-post-office.177887/,416,9,Friday at 1:10 PM,['none']
Opoid (solpadol) overdose,https://sanctioned-suicide.net/threads/opoid-solpadol-overdose.178383/,36,0,"Sep 10, 2024 at 4:02 PM",['none']
SN from DMC to Ireland,https://sanctioned-suicide.net/threads/sn-from-dmc-to-ireland.177995/,117,3,Saturday at 10:04 AM,['none']
do you think you might be able to recover,https://sanctioned-suicide.net/threads/do-you-think-you-might-be-able-to-recover.177986/,587,36,Saturday at 6:08 AM,['none']
Guide on how to create an anchor point for full suspension hanging using only a dumbbell,https://sanctioned-suicide.net/threads/guide-on-how-to-create-an-anchor-point-for-full-suspension-hanging-using-only-a-dumbbell.176344/,1K,21,"Aug 23, 2024",['Resource']
Why I’m homicidal at my teacher and my CTB plan,https://sanctioned-suicide.net/threads/why-im-homicidal-at-my-teacher-and-my-ctb-plan.178373/,190,13,"Sep 10, 2024 at 1:32 PM",['Venting']
How to hang yourself,https://sanctioned-suicide.net/threads/how-to-hang-yourself.1183/,2M,5K,"Jul 1, 2018",['Resource']
DMC,https://sanctioned-suicide.net/threads/dmc.178348/,256,11,"Sep 10, 2024 at 5:41 AM",['none']
Trip to Peru for N,https://sanctioned-suicide.net/threads/trip-to-peru-for-n.171477/,344,3,"Jul 9, 2024",['Method']
Full suspension not working for me.,https://sanctioned-suicide.net/threads/full-suspension-not-working-for-me.178361/,217,13,"Sep 10, 2024 at 10:45 AM",['Venting']
New plan,https://sanctioned-suicide.net/threads/new-plan.178371/,96,3,"Sep 10, 2024 at 1:05 PM",['none']
Measures I should take for buying SN through DMC,https://sanctioned-suicide.net/threads/measures-i-should-take-for-buying-sn-through-dmc.177820/,214,4,Thursday at 3:58 PM,['none']
Will the post office hold SN from DMC for pickup? (US),https://sanctioned-suicide.net/threads/will-the-post-office-hold-sn-from-dmc-for-pickup-us.176309/,274,8,"Aug 22, 2024",['none']
Weight and other aspects of N drinking,https://sanctioned-suicide.net/threads/weight-and-other-aspects-of-n-drinking.169324/,718,19,"Jun 20, 2024",['Help']
What do you think would happen to you after you CTB?,https://sanctioned-suicide.net/threads/what-do-you-think-would-happen-to-you-after-you-ctb.178331/,287,14,"Sep 09, 2024 at 11:37 PM",['Discussion']
I feel it is def close to CTB,https://sanctioned-suicide.net/threads/i-feel-it-is-def-close-to-ctb.178378/,95,5,"Sep 10, 2024 at 2:18 PM",['none']
rant,https://sanctioned-suicide.net/threads/rant.178307/,126,6,"Sep 09, 2024 at 7:14 PM",['Venting']
Nembutal source in Tijuana,https://sanctioned-suicide.net/threads/nembutal-source-in-tijuana.172228/,679,8,"Jul 16, 2024",['Help']
Amitriptyline method,https://sanctioned-suicide.net/threads/amitriptyline-method.178376/,81,3,"Sep 10, 2024 at 2:03 PM",['none']
Half blind now because of my retarded stupidity,https://sanctioned-suicide.net/threads/half-blind-now-because-of-my-retarded-stupidity.178351/,360,11,"Sep 10, 2024 at 7:50 AM",['none']
Which SN plan to go for,https://sanctioned-suicide.net/threads/which-sn-plan-to-go-for.178375/,87,4,"Sep 10, 2024 at 1:53 PM",['none']
Alternative to SWB Using a Plastic Bag,https://sanctioned-suicide.net/threads/alternative-to-swb-using-a-plastic-bag.178326/,120,2,"Sep 09, 2024 at 10:56 PM",['Method']
The story of my foolishness with SN,https://sanctioned-suicide.net/threads/the-story-of-my-foolishness-with-sn.178379/,80,0,"Sep 10, 2024 at 2:37 PM",['Story']
Anyone else physically hurt a family member while in a psychotic episode? I punched my mom's stomach while in an episode. I feel like I should die,https://sanctioned-suicide.net/threads/anyone-else-physically-hurt-a-family-member-while-in-a-psychotic-episode-i-punched-my-moms-stomach-while-in-an-episode-i-feel-like-i-should-die.178303/,85,2,"Sep 09, 2024 at 6:40 PM",['none']
Can somebody post the most recent PPH SN Guide?,https://sanctioned-suicide.net/threads/can-somebody-post-the-most-recent-pph-sn-guide.174491/,2K,34,"Aug 6, 2024",['Method']
"Collection of useful tips, tricks and notes on hanging",https://sanctioned-suicide.net/threads/collection-of-useful-tips-tricks-and-notes-on-hanging.175344/,1K,10,"Aug 14, 2024",['Resource']
How much diazepam?,https://sanctioned-suicide.net/threads/how-much-diazepam.177506/,122,2,"Sep 3, 2024",['none']
Exit bag and inert gas megathread,https://sanctioned-suicide.net/threads/exit-bag-and-inert-gas-megathread.8393/,639K,5K,"Nov 28, 2018",['Method']
A Dark Return: Death Notes – Psych Ward – Rehab,https://sanctioned-suicide.net/threads/a-dark-return-death-notes-psych-ward-rehab.178102/,118,2,Sunday at 7:02 AM,['Venting']
,https://sanctioned-suicide.net/threads/im-pathetic-im-a-failure-why-im-still-alive-nsfw.178360/,,,,['']
,https://sanctioned-suicide.net/threads/review-my-sn-plan-plus-questions-about-propranolol-and-drinking-sn.178374/,,,,['none']
,https://sanctioned-suicide.net/threads/realistically-how-long-will-it-take-you-to-die-if-you-only-eat-700-calories-or-under.178370/,,,,['none']
,https://sanctioned-suicide.net/threads/terror.177370/,,,,['none']
,https://sanctioned-suicide.net/threads/176444/,,,,['none']
,https://sanctioned-suicide.net/threads/need-help-on-deciding-which-rope-to-use.178372/,,,,['']
,https://sanctioned-suicide.net/threads/does-anyone-else-lack-the-basic-will-to-live.177658/,,,,['']
,https://sanctioned-suicide.net/threads/penny-for-your-thoughts.172910/,,,,['']
,https://sanctioned-suicide.net/threads/russkij-chat-russian-community-chat.134591/,,,,['']
,https://sanctioned-suicide.net/threads/is-there-any-point-getting-help-if-you-really-dont-want-it.178120/,,,,['none']
,https://sanctioned-suicide.net/threads/feedback-for-my-sn-plan.176856/,,,,['']
,https://sanctioned-suicide.net/threads/is-sn-the-most-peaceful-method.176797/,,,,['none']
,https://sanctioned-suicide.net/threads/anyone-else-planning-to-ctb-later-in-life.178358/,,,,['']
,https://sanctioned-suicide.net/threads/panic-of-the-final-straw.178365/,,,,['none']
,https://sanctioned-suicide.net/threads/we-should-have-an-independent-news-organization-or-journalist-that-accurately-represents-sasu.177414/,,,,['none']
,https://sanctioned-suicide.net/threads/i-gonna-ctb-tonight.178274/,,,,['none']
,https://sanctioned-suicide.net/threads/n.169119/,,,,['']
,https://sanctioned-suicide.net/threads/even-with-everything-i-am-nothing.171650/,,,,['none']
,https://sanctioned-suicide.net/threads/anyone-in-california-looking-for-a-ctb-partner.169837/,,,,['none']
,https://sanctioned-suicide.net/threads/quiero-irme-de-una-forma-pacifica.166584/,,,,['none']
,https://sanctioned-suicide.net/threads/hoy-es-el-dia.167325/,,,,['none']
,https://sanctioned-suicide.net/threads/solpadol-od-or-sn.178363/,,,,['none']
,https://sanctioned-suicide.net/threads/n-details-peru-please.170674/,,,,['none']
,https://sanctioned-suicide.net/threads/i-need-to-ctb-today.178355/,,,,['none']
,https://sanctioned-suicide.net/threads/anyone-else-with-anxiety.175405/,,,,['none']
,https://sanctioned-suicide.net/threads/im-stuck.178340/,,,,['']
,https://sanctioned-suicide.net/threads/does-any-of-this-matter.178332/,,,,['none']
,https://sanctioned-suicide.net/threads/drug-overdose.177876/,,,,['none']
,https://sanctioned-suicide.net/threads/metoclopromide-without-prescription.178296/,,,,['none']
,https://sanctioned-suicide.net/threads/how-vendictive-is-too-vendictive.178357/,,,,['none']
,https://sanctioned-suicide.net/threads/does-someone-speak-spanish-in-here.174360/,,,,['none']
,https://sanctioned-suicide.net/threads/carbon-monoxide-method-question.178236/,,,,['']
,https://sanctioned-suicide.net/threads/psychosis-took-everything-from-me.178122/,,,,['']
,https://sanctioned-suicide.net/threads/the-disingenuity-of-change-the-narrative-and-similar-ctb-prevention-events.177180/,,,,['']
,https://sanctioned-suicide.net/threads/does-the-dosage-of-n-vary-depending-on-the-persons-weight-and-height.178356/,,,,['']
,https://sanctioned-suicide.net/threads/i-think-im-getting-to-the-point-where-i-cant-progress-with-life-any-further.178262/,,,,['']
,https://sanctioned-suicide.net/threads/dmc-signature.176780/,,,,['']
,https://sanctioned-suicide.net/threads/being-at-peace-is-key.177384/,,,,['']
,https://sanctioned-suicide.net/threads/private-message.176219/,,,,['']
,https://sanctioned-suicide.net/threads/importing-dmc-sn-into-australia.177292/,,,,['Help']
Getting harder to keep up the facade,https://sanctioned-suicide.net/threads/getting-harder-to-keep-up-the-facade.178354/,56,0,"Sep 10, 2024 at 8:31 AM",['none']
Are we all truly useless or do I really have no purpose?,https://sanctioned-suicide.net/threads/are-we-all-truly-useless-or-do-i-really-have-no-purpose.173293/,484,17,"Jul 26, 2024",['Venting']
What do you think/hope dying is like?,https://sanctioned-suicide.net/threads/what-do-you-think-hope-dying-is-like.178328/,247,20,"Sep 09, 2024 at 11:02 PM",['Discussion']
Forever 28,https://sanctioned-suicide.net/threads/forever-28.178327/,164,4,"Sep 09, 2024 at 10:56 PM",['none']
Buying N in Peru - Personal experience (August 2024),https://sanctioned-suicide.net/threads/buying-n-in-peru-personal-experience-august-2024.173956/,2K,35,"Jul 31, 2024",['Discussion']
SN on Amazon,https://sanctioned-suicide.net/threads/sn-on-amazon.178222/,252,7,"Sep 09, 2024 at 8:48 AM",['none']
Blood Loss as a,https://sanctioned-suicide.net/threads/blood-loss-as-a-method.178318/,189,4,"Sep 09, 2024 at 9:13 PM",['Method']
Drinking Zippo lighter fluid?,https://sanctioned-suicide.net/threads/drinking-zippo-lighter-fluid.178339/,161,3,"Sep 10, 2024 at 1:16 AM",['Help']
"1 year for a better life? or CTB? If you had the option between CTB and getting your life together, which would you choose?",https://sanctioned-suicide.net/threads/1-year-for-a-better-life-or-ctb-if-you-had-the-option-between-ctb-and-getting-your-life-together-which-would-you-choose.177726/,404,27,Wednesday at 8:31 PM,['Discussion']
FUCK THIS (tropical storm incoming),https://sanctioned-suicide.net/threads/fuck-this-tropical-storm-incoming.178290/,168,7,"Sep 09, 2024 at 4:56 PM",['none']
,https://sanctioned-suicide.net/threads/afraid-to-hurt-ppl.178308/,,,,['none']
,https://sanctioned-suicide.net/threads/acquiring-antiemetics-for-the-sn.178209/,,,,['none']
,https://sanctioned-suicide.net/threads/video-of-a-successful-suicide-attempt-using-the-night-night-suicide-method.177416/,,,,['']
,https://sanctioned-suicide.net/threads/sn-arrived-today.174378/,,,,['']
,https://sanctioned-suicide.net/threads/sn-purity-testing.176961/,,,,['']
,https://sanctioned-suicide.net/threads/i-just-survived-a-suicide-attempt-by-partial-suspension-ama.178242/,,,,['']
,https://sanctioned-suicide.net/threads/today-am-at-my-worst.178244/,,,,['none']
,https://sanctioned-suicide.net/threads/what-am-i-doing-wrong.178347/,,,,['']
,https://sanctioned-suicide.net/threads/finally-found-dmc-i-have-some-questions.178320/,,,,['']
,https://sanctioned-suicide.net/threads/sn-megathread.1156/,,,,['']
,https://sanctioned-suicide.net/threads/being-happy-is-almost-worse.178336/,,,,['none']
,https://sanctioned-suicide.net/threads/a-small-amount-of-information-regarding-hanging-video.177766/,,,,['']
,https://sanctioned-suicide.net/threads/problems-getting-sodium-nitrite.178346/,,,,['none']
,https://sanctioned-suicide.net/threads/is-there-a-specific-thing-you-would-like-to-do-before-you-go.178201/,,,,['none']
,https://sanctioned-suicide.net/threads/why-everyone-fails-at-partial-hanging.174172/,,,,['']
,https://sanctioned-suicide.net/threads/at-some-point-i-know-i-will-die-by-my-hands-alone.178344/,,,,['']
,https://sanctioned-suicide.net/threads/i-cant-get-out-of-bed.178330/,,,,['']
,https://sanctioned-suicide.net/threads/collection-of-videos-of-successful-partial-suspension-hanging-attempts.175517/,,,,['']
,https://sanctioned-suicide.net/threads/heartbreak-and-disability.177205/,,,,['']
,https://sanctioned-suicide.net/threads/do-friends-or-family-know-you-want-to-die.177322/,,,,['none']
,https://sanctioned-suicide.net/threads/preparing-to-ctb-tonight.178264/,,,,['none']
,https://sanctioned-suicide.net/threads/i-think-i-have-bed-bugs.176421/,,,,['']
,https://sanctioned-suicide.net/threads/getting-sn-australia.177347/,,,,['none']
,https://sanctioned-suicide.net/threads/is-sn-illegal-in-australia.178342/,,,,['none']
,https://sanctioned-suicide.net/threads/do-you-think-general-attitudes-towards-suicide-would-change-if-assisted-suicide-was-legalised.178088/,,,,['']
,https://sanctioned-suicide.net/threads/slow-acting-methods-and-saving-face.174988/,,,,['']
,https://sanctioned-suicide.net/threads/solpadol-overdose.178338/,,,,['none']
,https://sanctioned-suicide.net/threads/sn-reaction-with-water.178283/,,,,['']
,https://sanctioned-suicide.net/threads/i-hate-wanting.178325/,,,,['']
,https://sanctioned-suicide.net/threads/golden-gate-bridge-safety-net-workaround.178249/,,,,['none']
,https://sanctioned-suicide.net/threads/benadryl-with-sn.172398/,224,4,"Jul 17, 2024",['none']
Hanging and Pain Tolerance?,https://sanctioned-suicide.net/threads/hanging-and-pain-tolerance.178333/,73,0,"Sep 10, 2024 at 12:22 AM",['Discussion']
Guns/firearms megathread,https://sanctioned-suicide.net/threads/guns-firearms-megathread.9042/,245K,1K,"Dec 10, 2018",['Method']
with SN plan,https://sanctioned-suicide.net/threads/help-with-sn-plan.178270/,345,19,"Sep 09, 2024 at 2:21 PM",['Help']
1 week left,https://sanctioned-suicide.net/threads/1-week-left.178213/,143,5,"Sep 09, 2024 at 6:38 AM",['Discussion']
NDEs from suicide attempts,https://sanctioned-suicide.net/threads/ndes-from-suicide-attempts.178324/,118,3,"Sep 09, 2024 at 10:53 PM",['none']
Are IV kits any good?,https://sanctioned-suicide.net/threads/are-iv-kits-any-good.177435/,496,21,"Sep 2, 2024",['Help']
Should I say goodbye to him?,https://sanctioned-suicide.net/threads/should-i-say-goodbye-to-him.178319/,115,2,"Sep 09, 2024 at 9:40 PM",['none']
My SN protocol,https://sanctioned-suicide.net/threads/my-sn-protocol.176019/,548,3,"Aug 20, 2024",['Help']
How to buy Fent on the streets?,https://sanctioned-suicide.net/threads/how-to-buy-fent-on-the-streets.178306/,136,1,"Sep 09, 2024 at 7:08 PM",['none']
High places in Buffalo?,https://sanctioned-suicide.net/threads/high-places-in-buffalo.178012/,115,2,Saturday at 1:54 PM,['none']
Flipping a coin,https://sanctioned-suicide.net/threads/flipping-a-coin.178321/,77,0,"Sep 09, 2024 at 10:05 PM",['Story']
"Coming from a ex “normie,” I don’t think most people who haven’t been seriously suicidal will ever understand us if they never go through it",https://sanctioned-suicide.net/threads/coming-from-a-ex-normie-i-dont-think-most-people-who-havent-been-seriously-suicidal-will-ever-understand-us-if-they-never-go-through-it.177844/,386,12,Thursday at 8:31 PM,['none']
Still getting worse after all..,https://sanctioned-suicide.net/threads/still-getting-worse-after-all.178315/,50,1,"Sep 09, 2024 at 8:52 PM",['none']
"in an ideal world, is there a preferred way you would ctb?",https://sanctioned-suicide.net/threads/in-an-ideal-world-is-there-a-preferred-way-you-would-ctb.177715/,534,37,Wednesday at 7:47 PM,['none']
"Those who know people who have ctb through suicide, how’d they do it?",https://sanctioned-suicide.net/threads/those-who-know-people-who-have-ctb-through-suicide-howd-they-do-it.178237/,442,20,"Sep 09, 2024 at 10:39 AM",['none']
I fucking hate having an Eating disorder but I can never stop,https://sanctioned-suicide.net/threads/i-fucking-hate-having-an-eating-disorder-but-i-can-never-stop.177950/,126,3,Friday at 9:30 PM,['Venting']
I’m so tired and alone,https://sanctioned-suicide.net/threads/im-so-tired-and-alone.178311/,84,2,"Sep 09, 2024 at 8:35 PM",['Venting']
Avoiding my funeral,https://sanctioned-suicide.net/threads/avoiding-my-funeral.178305/,87,1,"Sep 09, 2024 at 7:00 PM",['none']
Still getting worse after good changes??,https://sanctioned-suicide.net/threads/still-getting-worse-after-good-changes.178313/,21,0,"Sep 09, 2024 at 8:47 PM",['Venting']
,https://sanctioned-suicide.net/threads/does-anyone-else-feel-overly-emotional-relationships-feel-so-hard-to-upkeep.178310/,,,,['none']
,https://sanctioned-suicide.net/threads/how-do-i-cope-with-the-anxiety-of-ending-it-all.176962/,,,,['none']
,https://sanctioned-suicide.net/threads/he-ctbed.176712/,,,,['']
,https://sanctioned-suicide.net/threads/sn-dmc-source-confirmation.173329/,,,,['none']
,https://sanctioned-suicide.net/threads/veryshys-thread-for-venting-and-random-thoughts.174366/,,,,['']
,https://sanctioned-suicide.net/threads/ideal-height-to-ctb.178309/,,,,['']
,https://sanctioned-suicide.net/threads/ibuprofen-advil-vs-acetaminophen-paracetamol-tylenol-for-sn.178190/,,,,['none']
,https://sanctioned-suicide.net/threads/i-am-in-so-much-pain-and-confusion-i-need-a-way-out-i-beg-us.176389/,,,,['']
,https://sanctioned-suicide.net/threads/anybody-waiting-for-a-parent-to-pass-in-order-to-ctb.173423/,,,,['']
,https://sanctioned-suicide.net/threads/cant-keep-going-need-guidance.176429/,,,,['']
,https://sanctioned-suicide.net/threads/would-24-000-grams-of-advil-be-fatal.178281/,,,,['']
,https://sanctioned-suicide.net/threads/my-journey-to-death.177270/,,,,['none']
,https://sanctioned-suicide.net/threads/the-night-night-method-mega-thread.6834/,,,,['']
,https://sanctioned-suicide.net/threads/ctb-with-beta-blockers.176176/,,,,['']
,https://sanctioned-suicide.net/threads/sn-does-it-work-like-this.177495/,,,,['none']
,https://sanctioned-suicide.net/threads/getting-the-equipment-for-nitrogen-gas-method.176071/,,,,['']
,https://sanctioned-suicide.net/threads/i-envy-people-who-successfully-ctb.175992/,,,,['']
,https://sanctioned-suicide.net/threads/what-location-to-discovor-me-is-good-for-ctb-firearm.177963/,,,,['']
,https://sanctioned-suicide.net/threads/i-feel-the-same-way-i-did-last-year.176095/,,,,['']
,https://sanctioned-suicide.net/threads/upset-gf.178256/,,,,['']
,https://sanctioned-suicide.net/threads/thoughts-on-these-eol-planners.178301/,,,,['none']
,https://sanctioned-suicide.net/threads/take-benzos-twice-sn.178128/,,,,['none']
,https://sanctioned-suicide.net/threads/dmc-order-stuck-at-origin-post.178157/,,,,['none']
,https://sanctioned-suicide.net/threads/being-here-is-depressing-i-just-want-to-find-a-source-and-leave.178298/,,,,['']
,https://sanctioned-suicide.net/threads/suicide-note.178179/,,,,['none']
,https://sanctioned-suicide.net/threads/problems-finding-anti-emetic-in-canada.178275/,,,,['none']
,https://sanctioned-suicide.net/threads/tonights-the-night-for-real-this-time.175599/,,,,['none']
