Title,Link,Views,Replies,Date,Labels
TW: grooming,https://sanctioned-suicide.net/threads/tw-grooming.179770/,373,49,"Sep 23, 2024 at 12:16 PM",['Venting']
Captagon VS Survival Instinct,https://sanctioned-suicide.net/threads/captagon-vs-survival-instinct.179776/,74,3,"Sep 23, 2024 at 1:25 PM",['none']
Do you think general attitudes towards suicide would change if assisted suicide was legalised?,https://sanctioned-suicide.net/threads/do-you-think-general-attitudes-towards-suicide-would-change-if-assisted-suicide-was-legalised.178088/,410,15,"Sep 8, 2024",['Discussion']
Too sensitive for this world,https://sanctioned-suicide.net/threads/too-sensitive-for-this-world.179790/,70,1,"Sep 23, 2024 at 3:35 PM",['none']
Anyone else struggling with eating disorders?,https://sanctioned-suicide.net/threads/anyone-else-struggling-with-eating-disorders.167817/,256,5,"Jun 7, 2024",['none']
Hollow points and regular bullets,https://sanctioned-suicide.net/threads/hollow-points-and-regular-bullets.179789/,26,0,"Sep 23, 2024 at 3:26 PM",['none']
What Are Some Things You Will Miss?,https://sanctioned-suicide.net/threads/what-are-some-things-you-will-miss.178985/,380,27,"Sep 15, 2024",['none']
I’m going to OD on Benadryl,https://sanctioned-suicide.net/threads/im-going-to-od-on-benadryl.179782/,166,12,"Sep 23, 2024 at 1:54 PM",['none']
"Sourced SN, fingers crossed",https://sanctioned-suicide.net/threads/sourced-sn-fingers-crossed.179326/,195,3,Thursday at 7:52 AM,['none']
Feels like i can't die,https://sanctioned-suicide.net/threads/feels-like-i-cant-die.179774/,73,1,"Sep 23, 2024 at 1:18 PM",['none']
mother doesn't want to find me,https://sanctioned-suicide.net/threads/mother-doesnt-want-to-find-me.179785/,85,4,"Sep 23, 2024 at 2:05 PM",['none']
How do I explain at bank why I need a will at 18 y.o.?,https://sanctioned-suicide.net/threads/how-do-i-explain-at-bank-why-i-need-a-will-at-18-y-o.179601/,364,13,"Sep 22, 2024 at 7:03 AM",['Help']
Just ordered benzos,https://sanctioned-suicide.net/threads/just-ordered-benzos.178978/,522,24,"Sep 15, 2024",['none']
Can’t find DMC,https://sanctioned-suicide.net/threads/cant-find-dmc.179568/,323,15,Saturday at 7:15 PM,['none']
Just took SN,https://sanctioned-suicide.net/threads/just-took-sn.174895/,3K,57,"Aug 10, 2024",['none']
"If you’re a murderer, please, come and get me",https://sanctioned-suicide.net/threads/if-youre-a-murderer-please-come-and-get-me.179567/,710,33,Saturday at 7:06 PM,['none']
Matching inner diameter Nitrogen method,https://sanctioned-suicide.net/threads/matching-inner-diameter-nitrogen-method.179781/,40,0,"Sep 23, 2024 at 1:51 PM",['none']
SN reliability and consequences of failure?,https://sanctioned-suicide.net/threads/sn-reliability-and-consequences-of-failure.179778/,57,0,"Sep 23, 2024 at 1:39 PM",['Method']
Would you jump if you had no other options?,https://sanctioned-suicide.net/threads/would-you-jump-if-you-had-no-other-options.176133/,454,18,"Aug 21, 2024",['none']
"Can't call off work, thinking about nonlethal overdosing at work?",https://sanctioned-suicide.net/threads/cant-call-off-work-thinking-about-nonlethal-overdosing-at-work.179738/,165,7,"Sep 23, 2024 at 6:13 AM",['none']
Conflicted feelings over parents,https://sanctioned-suicide.net/threads/conflicted-feelings-over-parents.179769/,82,2,"Sep 23, 2024 at 12:16 PM",['Venting']
Any Help in Choosing a New Method to CTB?,https://sanctioned-suicide.net/threads/any-help-in-choosing-a-new-method-to-ctb.179441/,163,3,Friday at 10:25 AM,['none']
Need SN source Europe,https://sanctioned-suicide.net/threads/need-sn-source-europe.178690/,203,3,"Sep 13, 2024",['none']
,https://sanctioned-suicide.net/threads/is-sn-from-dmc-reliable-and-will-it-work-if-i-ctb.179194/,,,,['']
,https://sanctioned-suicide.net/threads/i-feel-great-falling-asleep-every-night-so-why-not-ctb.179766/,,,,['none']
,https://sanctioned-suicide.net/threads/annoyed-that-i-dont-feel-as-suicidal-anymore.179566/,,,,['none']
,https://sanctioned-suicide.net/threads/nobody-has-empathy-for-virgins.177105/,,,,['']
,https://sanctioned-suicide.net/threads/do-you-care-what-happens-to-your-body-after-you-die.177063/,,,,['none']
,https://sanctioned-suicide.net/threads/is-140-metres-enough.179759/,,,,['none']
,https://sanctioned-suicide.net/threads/what-other-types-of-bullets-are-lethal-besides-hollow-points.179753/,,,,['none']
,https://sanctioned-suicide.net/threads/ic-still-taking-orders-via-email.116461/,,,,['none']
,https://sanctioned-suicide.net/threads/my-experience-with-eye-drops.179632/,,,,['']
,https://sanctioned-suicide.net/threads/people-who-hate-doctors-whats-your-story.178922/,,,,['none']
,https://sanctioned-suicide.net/threads/the-night-night-method-mega-thread.6834/,,,,['']
,https://sanctioned-suicide.net/threads/review-my-sn-plan-plus-questions-about-propranolol-and-drinking-sn.178374/,,,,['none']
,https://sanctioned-suicide.net/threads/went-off-my-medication-now-life-sucks-again.179716/,,,,['']
,https://sanctioned-suicide.net/threads/does-anyone-else-feel-overly-emotional-relationships-feel-so-hard-to-upkeep.178310/,,,,['none']
,https://sanctioned-suicide.net/threads/uk-wellness-check-sn.179536/,,,,['']
,https://sanctioned-suicide.net/threads/how-do-you-think-the-world-would-have-to-change-for-assisted-suicide-to-be-legalised-and-accessible-to-most-people.178196/,,,"Sep 9, 2024",['Discussion']
I can't wait to kill myself,https://sanctioned-suicide.net/threads/i-cant-wait-to-kill-myself.179698/,212,5,"Sep 22, 2024 at 9:40 PM",['none']
"I've been doing better, but I still want to die.",https://sanctioned-suicide.net/threads/ive-been-doing-better-but-i-still-want-to-die.179692/,99,3,"Sep 22, 2024 at 8:29 PM",['none']
Stuck in a void,https://sanctioned-suicide.net/threads/stuck-in-a-void.179763/,47,0,"Sep 23, 2024 at 10:57 AM",['Venting']
UK: Citizens' jury backs assisted dying law change,https://sanctioned-suicide.net/threads/uk-citizens-jury-backs-assisted-dying-law-change.178609/,124,1,"Sep 12, 2024",['Discussion']
Pro-Suicide Websites,https://sanctioned-suicide.net/threads/pro-suicide-websites.179483/,560,10,Friday at 8:10 PM,['none']
No name.,https://sanctioned-suicide.net/threads/no-name.179762/,53,0,"Sep 23, 2024 at 10:45 AM",['Venting']
Partial hanging,https://sanctioned-suicide.net/threads/partial-hanging.178931/,427,11,"Sep 15, 2024",['none']
How to block carotid and not jugular in full suspension?,https://sanctioned-suicide.net/threads/how-to-block-carotid-and-not-jugular-in-full-suspension.179491/,470,15,Saturday at 12:17 AM,['none']
People from netherlands!!,https://sanctioned-suicide.net/threads/people-from-netherlands.179760/,35,0,"Sep 23, 2024 at 10:24 AM",['none']
FIRST EVER SN DOCUMENTATION,https://sanctioned-suicide.net/threads/first-ever-sn-documentation.29734/,75K,236,"Jan 12, 2020",['none']
Does anyone else feel like CTB is there only way out of a bad situation?,https://sanctioned-suicide.net/threads/does-anyone-else-feel-like-ctb-is-there-only-way-out-of-a-bad-situation.177126/,666,17,"Aug 30, 2024",['none']
"ED havers, what are your safe foods?",https://sanctioned-suicide.net/threads/ed-havers-what-are-your-safe-foods.177103/,128,2,"Aug 30, 2024",['none']
Anyone have nembutal,https://sanctioned-suicide.net/threads/anyone-have-nembutal.179640/,392,14,"Sep 22, 2024 at 1:47 PM",['none']
Exit bag and inert gas megathread,https://sanctioned-suicide.net/threads/exit-bag-and-inert-gas-megathread.8393/,646K,5K,"Nov 28, 2018",['Method']
assisted death videos,https://sanctioned-suicide.net/threads/assisted-death-videos.133355/,3K,28,"Sep 20, 2023",['NSFW']
Cutting tongue,https://sanctioned-suicide.net/threads/cutting-tongue.177386/,300,8,"Sep 2, 2024",['Help']
Anyone else here with no friends?,https://sanctioned-suicide.net/threads/anyone-else-here-with-no-friends.177908/,1K,41,"Sep 6, 2024",['none']
Why are we drawn to suicide?,https://sanctioned-suicide.net/threads/why-are-we-drawn-to-suicide.179755/,91,3,"Sep 23, 2024 at 9:16 AM",['none']
what would your last meal be?,https://sanctioned-suicide.net/threads/what-would-your-last-meal-be.174194/,550,31,"Aug 3, 2024",['Discussion']
At some point I know I will die by my hands alone.,https://sanctioned-suicide.net/threads/at-some-point-i-know-i-will-die-by-my-hands-alone.178344/,157,1,"Sep 10, 2024",['Venting']
Non prescription drugs for sleep,https://sanctioned-suicide.net/threads/non-prescription-drugs-for-sleep.179737/,67,2,"Sep 23, 2024 at 6:10 AM",['none']
Do you guys think that suicide should be legal as a choice?,https://sanctioned-suicide.net/threads/do-you-guys-think-that-suicide-should-be-legal-as-a-choice.178302/,433,19,"Sep 9, 2024",['Discussion']
Taking drugs and throwing myself under train or trolley,https://sanctioned-suicide.net/threads/taking-drugs-and-throwing-myself-under-train-or-trolley.178942/,374,9,"Sep 15, 2024",['Method']
Der deutsche Thread (German),https://sanctioned-suicide.net/threads/der-deutsche-thread-german.58668/,28K,304,"Jan 11, 2021",['none']
Have you ever talked to a suicide hotline?,https://sanctioned-suicide.net/threads/have-you-ever-talked-to-a-suicide-hotline.179587/,360,22,"Sep 22, 2024 at 12:46 AM",['none']
This is my last post.,https://sanctioned-suicide.net/threads/this-is-my-last-post.179747/,262,6,"Sep 23, 2024 at 8:15 AM",['none']
Pain and yet no pain,https://sanctioned-suicide.net/threads/pain-and-yet-no-pain.179749/,31,1,"Sep 23, 2024 at 8:27 AM",['Venting']
Iam looking for very Depressive/Suicidal Music.,https://sanctioned-suicide.net/threads/iam-looking-for-very-depressive-suicidal-music.174871/,3K,86,"Aug 9, 2024",['none']
First post - I'm tired,https://sanctioned-suicide.net/threads/first-post-im-tired.179743/,53,1,"Sep 23, 2024 at 7:26 AM",['Venting']
Don't Wanna Live; Too Scared to Die,https://sanctioned-suicide.net/threads/dont-wanna-live-too-scared-to-die.179710/,98,2,"Sep 23, 2024 at 12:33 AM",['Venting']
What would you do with 20k usd before you ctb?,https://sanctioned-suicide.net/threads/what-would-you-do-with-20k-usd-before-you-ctb.175381/,2K,77,"Aug 14, 2024",['none']
where do i ctb?,https://sanctioned-suicide.net/threads/where-do-i-ctb.179754/,58,0,"Sep 23, 2024 at 8:56 AM",['none']
my cats will starve to death if i don't do anything,https://sanctioned-suicide.net/threads/my-cats-will-starve-to-death-if-i-dont-do-anything.179748/,80,2,"Sep 23, 2024 at 8:23 AM",['Help']
What do you think/hope dying is like?,https://sanctioned-suicide.net/threads/what-do-you-think-hope-dying-is-like.178328/,309,21,"Sep 9, 2024",['Discussion']
,https://sanctioned-suicide.net/threads/advice-for-sn.179506/,,,,['none']
,https://sanctioned-suicide.net/threads/sn-megathread.1156/,,,,['']
,https://sanctioned-suicide.net/threads/so-mad-at-myself-right-now.179750/,,,,['']
,https://sanctioned-suicide.net/threads/how-do-successful-jumpers-find-the-conviction-to-take-the-leap.179668/,,,,['']
,https://sanctioned-suicide.net/threads/heroin-and-benzodiazepines-overdose-method-would-it-work.178553/,,,,['']
,https://sanctioned-suicide.net/threads/is-olanzapine-a-suitable-antiemetic-for-sn.179744/,,,,['none']
,https://sanctioned-suicide.net/threads/30-year-old-man-child-better-off-dead.179707/,,,,['none']
,https://sanctioned-suicide.net/threads/mirtazapine-instead-of-benzodiazepines-for-sn.179745/,,,,['']
,https://sanctioned-suicide.net/threads/literally-no-options.179742/,,,,['none']
,https://sanctioned-suicide.net/threads/my-cancer-journey.176454/,,,,['']
,https://sanctioned-suicide.net/threads/sn-without-anti-emetic.179721/,,,,['none']
,https://sanctioned-suicide.net/threads/why-im-not-an-antinatalist-but-still-support-the-right-to-die.178839/,,,,['none']
,https://sanctioned-suicide.net/threads/every-adult-of-sound-mind-capable-of-making-decisions-should-have-access-to-safe-physician-assisted-suicide.179731/,,8,"Sep 23, 2024 at 5:08 AM",['none']
"I Need to CTB, Soon - No More Putting It Off",https://sanctioned-suicide.net/threads/i-need-to-ctb-soon-no-more-putting-it-off.179702/,126,4,"Sep 22, 2024 at 10:50 PM",['Venting']
I (finally) received my SN,https://sanctioned-suicide.net/threads/i-finally-received-my-sn.179670/,138,3,"Sep 22, 2024 at 4:55 PM",['none']
Is it normal to get nauseous and feel nauseous throughout the day on benzos,https://sanctioned-suicide.net/threads/is-it-normal-to-get-nauseous-and-feel-nauseous-throughout-the-day-on-benzos.179740/,53,3,"Sep 23, 2024 at 6:51 AM",['Help']
Think it might be tonight,https://sanctioned-suicide.net/threads/think-it-might-be-tonight.179530/,327,9,Saturday at 2:00 PM,['none']
Women’s Space Peer Support Megathread,https://sanctioned-suicide.net/threads/womens-space-peer-support-megathread.172988/,2K,60,"Jul 23, 2024",['none']
Are you male or female? (Poll),https://sanctioned-suicide.net/threads/are-you-male-or-female-poll.128736/,3K,49,"Aug 8, 2023",['none']
chances on overdosing,https://sanctioned-suicide.net/threads/chances-on-overdosing.179732/,49,2,"Sep 23, 2024 at 5:11 AM",['none']
An apology to my beloved cat.,https://sanctioned-suicide.net/threads/an-apology-to-my-beloved-cat.176622/,303,5,"Aug 26, 2024",['Venting']
Is anybody else here unable to access a relatively peaceful method?,https://sanctioned-suicide.net/threads/is-anybody-else-here-unable-to-access-a-relatively-peaceful-method.179222/,554,12,Wednesday at 8:05 AM,['Venting']
How are you all writing your notes?,https://sanctioned-suicide.net/threads/how-are-you-all-writing-your-notes.179585/,306,18,"Sep 22, 2024 at 12:12 AM",['Discussion']
Hi everyone doing it tomorrow morning,https://sanctioned-suicide.net/threads/hi-everyone-doing-it-tomorrow-morning.178593/,472,11,"Sep 12, 2024",['none']
Hanging plus gunshots,https://sanctioned-suicide.net/threads/hanging-plus-gunshots.179729/,52,0,"Sep 23, 2024 at 5:04 AM",['none']
I hate everything.,https://sanctioned-suicide.net/threads/i-hate-everything.179728/,38,0,"Sep 23, 2024 at 5:03 AM",['Venting']
"MEN, would abundant women make you reconcider?",https://sanctioned-suicide.net/threads/men-would-abundant-women-make-you-reconcider.179320/,1K,55,Thursday at 6:10 AM,['Discussion']
Anyone who tried cutting the carotid artery but failed?,https://sanctioned-suicide.net/threads/anyone-who-tried-cutting-the-carotid-artery-but-failed.179502/,450,10,Saturday at 4:01 AM,['none']
One year update from recovery: My life has entirely changed for the better and I'm suicidal again,https://sanctioned-suicide.net/threads/one-year-update-from-recovery-my-life-has-entirely-changed-for-the-better-and-im-suicidal-again.179497/,213,5,Saturday at 1:38 AM,['none']
is anyone else suicidal because of autism,https://sanctioned-suicide.net/threads/is-anyone-else-suicidal-because-of-autism.179724/,69,2,"Sep 23, 2024 at 3:51 AM",['Venting']
Is this SN plan ok?,https://sanctioned-suicide.net/threads/is-this-sn-plan-ok.179725/,53,0,"Sep 23, 2024 at 4:20 AM",['none']
Trying Benzos In Preperation for CTB - Could Get Addicted?,https://sanctioned-suicide.net/threads/trying-benzos-in-preperation-for-ctb-could-get-addicted.179714/,79,3,"Sep 23, 2024 at 12:53 AM",['Method']
The better days are making everything worse,https://sanctioned-suicide.net/threads/the-better-days-are-making-everything-worse.179723/,62,2,"Sep 23, 2024 at 3:16 AM",['Venting']
My CTB plan with SN but no AE,https://sanctioned-suicide.net/threads/my-ctb-plan-with-sn-but-no-ae.177643/,336,4,"Sep 4, 2024",['none']
Good bye. Complete Suspension in a couple of hours.,https://sanctioned-suicide.net/threads/good-bye-complete-suspension-in-a-couple-of-hours.171854/,1K,19,"Jul 12, 2024",['none']
Dear friend from the Psych Ward,https://sanctioned-suicide.net/threads/dear-friend-from-the-psych-ward.179722/,72,0,"Sep 23, 2024 at 3:15 AM",['none']
Is anyone else just mentally unable to even consider improving?,https://sanctioned-suicide.net/threads/is-anyone-else-just-mentally-unable-to-even-consider-improving.179719/,62,1,"Sep 23, 2024 at 2:35 AM",['Venting']
The right rope for hanging?,https://sanctioned-suicide.net/threads/the-right-rope-for-hanging.179718/,81,2,"Sep 23, 2024 at 2:26 AM",['none']
How soon after event?,https://sanctioned-suicide.net/threads/how-soon-after-event.179591/,174,5,"Sep 22, 2024 at 2:24 AM",['Discussion']
Partial hanging - main mistakes/pitfalls to avoid?,https://sanctioned-suicide.net/threads/partial-hanging-main-mistakes-pitfalls-to-avoid.177771/,827,5,"Sep 5, 2024",['none']
No motivation for anything,https://sanctioned-suicide.net/threads/no-motivation-for-anything.179661/,127,2,"Sep 22, 2024 at 3:58 PM",['Venting']
Nembutal Perù,https://sanctioned-suicide.net/threads/nembutal-peru.179649/,143,2,"Sep 22, 2024 at 2:18 PM",['none']
I don’t want to guilt him,https://sanctioned-suicide.net/threads/i-dont-want-to-guilt-him.179717/,61,0,"Sep 23, 2024 at 1:43 AM",['none']
Success rate?,https://sanctioned-suicide.net/threads/success-rate.179500/,468,15,Saturday at 3:32 AM,['none']
An ex messaged me out of nowhere yesterday,https://sanctioned-suicide.net/threads/an-ex-messaged-me-out-of-nowhere-yesterday.179492/,294,10,Saturday at 12:29 AM,['none']
Father's despair after learning truth of $13 'athletic supplement' his 17-yo soccer player son ordered…,https://sanctioned-suicide.net/threads/fathers-despair-after-learning-truth-of-13-athletic-supplement-his-17-yo-soccer-player-son-ordered.179706/,241,4,"Sep 22, 2024 at 11:50 PM",['none']
Currently Benadryl (diphenhydramine) is my most accessible method. What should I supplement it with?,https://sanctioned-suicide.net/threads/currently-benadryl-diphenhydramine-is-my-most-accessible-method-what-should-i-supplement-it-with.179709/,87,1,"Sep 23, 2024 at 12:32 AM",['Method']
Seizure death,https://sanctioned-suicide.net/threads/seizure-death.179713/,46,0,"Sep 23, 2024 at 12:50 AM",['Venting']
Ctb questions,https://sanctioned-suicide.net/threads/ctb-questions.179705/,107,3,"Sep 22, 2024 at 11:19 PM",['none']
